Date,Secs,LocalTime,Zone,Instant,Average
30:05:2017,52330.794,14:32:10.794,-03,9.83,11.79
30:05:2017,52331.294,14:32:11.294,-03,9.83,11.76
30:05:2017,52331.794,14:32:11.794,-03,10.83,11.74
30:05:2017,52332.294,14:32:12.294,-03,10.83,11.72
30:05:2017,52332.794,14:32:12.794,-03,10.23,11.68
30:05:2017,52333.294,14:32:13.294,-03,10.23,11.63
30:05:2017,52333.794,14:32:13.794,-03,9.29,11.56
30:05:2017,52334.294,14:32:14.294,-03,9.29,11.49
30:05:2017,52334.794,14:32:14.794,-03,8.68,11.40
30:05:2017,52335.294,14:32:15.294,-03,8.68,11.31
30:05:2017,52335.794,14:32:15.794,-03,7.79,11.20
30:05:2017,52336.294,14:32:16.294,-03,7.79,11.13
30:05:2017,52336.794,14:32:16.794,-03,9.57,11.08
30:05:2017,52337.294,14:32:17.294,-03,9.57,11.05
30:05:2017,52337.794,14:32:17.794,-03,9.91,11.02
30:05:2017,52338.294,14:32:18.294,-03,9.91,10.99
30:05:2017,52338.794,14:32:18.794,-03,10.73,10.97
30:05:2017,52339.294,14:32:19.294,-03,10.73,10.94
30:05:2017,52339.794,14:32:19.794,-03,10.42,10.91
30:05:2017,52340.294,14:32:20.294,-03,10.42,10.87
30:05:2017,52340.794,14:32:20.794,-03,10.15,10.82
30:05:2017,52341.294,14:32:21.294,-03,10.15,10.78
30:05:2017,52341.794,14:32:21.794,-03,10.90,10.75
30:05:2017,52342.294,14:32:22.294,-03,10.90,10.73
30:05:2017,52343.294,14:32:23.294,-03,10.17,10.65
30:05:2017,52343.794,14:32:23.794,-03,10.13,10.59
30:05:2017,52344.294,14:32:24.294,-03,10.13,10.55
30:05:2017,52344.794,14:32:24.794,-03,9.67,10.50
30:05:2017,52345.294,14:32:25.294,-03,9.67,10.47
30:05:2017,52345.794,14:32:25.794,-03,10.84,10.47
30:05:2017,52346.294,14:32:26.294,-03,10.84,10.47
30:05:2017,52346.794,14:32:26.794,-03,11.44,10.47
30:05:2017,52347.294,14:32:27.294,-03,11.44,10.47
30:05:2017,52347.794,14:32:27.794,-03,10.71,10.46
30:05:2017,52348.294,14:32:28.294,-03,10.71,10.44
30:05:2017,52348.794,14:32:28.794,-03,10.31,10.41
30:05:2017,52349.294,14:32:29.294,-03,10.31,10.38
30:05:2017,52349.794,14:32:29.794,-03,10.04,10.35
30:05:2017,52350.294,14:32:30.294,-03,10.04,10.33
30:05:2017,52350.794,14:32:30.794,-03,11.16,10.33
30:05:2017,52351.294,14:32:31.294,-03,11.16,10.30
30:05:2017,52351.794,14:32:31.794,-03,11.16,10.27
30:05:2017,52352.294,14:32:32.294,-03,11.16,10.26
30:05:2017,52352.794,14:32:32.794,-03,12.04,10.26
30:05:2017,52353.294,14:32:33.294,-03,12.04,10.29
30:05:2017,52353.794,14:32:33.794,-03,11.47,10.32
30:05:2017,52354.293,14:32:34.293,-03,11.47,10.37
30:05:2017,52354.793,14:32:34.793,-03,11.71,10.42
30:05:2017,52355.293,14:32:35.293,-03,11.71,10.44
30:05:2017,52355.793,14:32:35.793,-03,12.07,10.47
30:05:2017,52356.293,14:32:36.293,-03,12.07,10.51
30:05:2017,52356.793,14:32:36.793,-03,12.17,10.54
30:05:2017,52357.293,14:32:37.293,-03,12.17,10.56
30:05:2017,52357.793,14:32:37.793,-03,12.37,10.58
30:05:2017,52358.293,14:32:38.293,-03,12.37,10.61
30:05:2017,52358.793,14:32:38.793,-03,13.35,10.66
30:05:2017,52359.293,14:32:39.293,-03,13.35,10.70
30:05:2017,52359.793,14:32:39.793,-03,12.87,10.73
30:05:2017,52360.293,14:32:40.293,-03,12.87,10.75
30:05:2017,52360.793,14:32:40.793,-03,13.07,10.78
30:05:2017,52361.293,14:32:41.293,-03,13.07,10.84
30:05:2017,52361.793,14:32:41.793,-03,10.96,10.86
30:05:2017,52362.293,14:32:42.293,-03,10.96,10.86
30:05:2017,52362.793,14:32:42.793,-03,10.30,10.85
30:05:2017,52363.293,14:32:43.293,-03,10.30,10.85
30:05:2017,52363.793,14:32:43.793,-03,10.59,10.86
30:05:2017,52364.293,14:32:44.293,-03,10.59,10.88
30:05:2017,52364.793,14:32:44.793,-03,10.67,10.90
30:05:2017,52365.293,14:32:45.293,-03,10.67,10.93
30:05:2017,52365.793,14:32:45.793,-03,10.63,10.97
30:05:2017,52366.293,14:32:46.293,-03,10.63,11.01
30:05:2017,52366.793,14:32:46.793,-03,9.60,11.04
30:05:2017,52367.293,14:32:47.293,-03,9.60,11.04
30:05:2017,52367.793,14:32:47.793,-03,9.86,11.05
30:05:2017,52368.293,14:32:48.293,-03,9.86,11.05
30:05:2017,52368.793,14:32:48.793,-03,10.36,11.06
30:05:2017,52369.293,14:32:49.293,-03,10.36,11.05
30:05:2017,52369.793,14:32:49.793,-03,9.73,11.03
30:05:2017,52370.293,14:32:50.293,-03,9.73,11.02
30:05:2017,52370.793,14:32:50.793,-03,8.94,11.00
30:05:2017,52371.293,14:32:51.293,-03,8.94,10.98
30:05:2017,52371.793,14:32:51.793,-03,9.55,10.97
30:05:2017,52372.293,14:32:52.293,-03,9.55,10.94
30:05:2017,52372.793,14:32:52.793,-03,10.50,10.94
30:05:2017,52373.293,14:32:53.293,-03,10.50,10.93
30:05:2017,52373.793,14:32:53.793,-03,12.42,10.97
30:05:2017,52374.293,14:32:54.293,-03,12.42,11.01
30:05:2017,52374.793,14:32:54.793,-03,11.16,11.02
30:05:2017,52375.293,14:32:55.293,-03,11.16,11.05
30:05:2017,52375.793,14:32:55.793,-03,11.40,11.07
30:05:2017,52376.293,14:32:56.293,-03,11.40,11.08
30:05:2017,52376.793,14:32:56.793,-03,11.26,11.09
30:05:2017,52377.293,14:32:57.293,-03,11.26,11.09
30:05:2017,52377.793,14:32:57.793,-03,10.68,11.08
30:05:2017,52378.293,14:32:58.293,-03,10.68,11.07
30:05:2017,52378.793,14:32:58.793,-03,10.64,11.07
30:05:2017,52379.293,14:32:59.293,-03,10.64,11.08
30:05:2017,52379.793,14:32:59.793,-03,10.06,11.07
30:05:2017,52380.293,14:33:00.293,-03,10.06,11.08
30:05:2017,52380.792,14:33:00.792,-03,8.93,11.06
30:05:2017,52381.292,14:33:01.292,-03,8.93,11.02
30:05:2017,52381.792,14:33:01.792,-03,8.04,10.97
30:05:2017,52382.292,14:33:02.292,-03,8.04,10.92
30:05:2017,52382.792,14:33:02.792,-03,8.01,10.87
