Date,Secs,LocalTime,Zone,Instant,Average
30:05:2017,50587.858,14:03:07.858,-03,10.00,8.57
30:05:2017,50588.358,14:03:08.358,-03,10.00,8.58
30:05:2017,50588.858,14:03:08.858,-03,10.53,8.60
30:05:2017,50589.358,14:03:09.358,-03,10.53,8.64
30:05:2017,50589.858,14:03:09.858,-03,10.24,8.67
30:05:2017,50590.358,14:03:10.358,-03,10.24,8.67
30:05:2017,50590.858,14:03:10.858,-03,11.55,8.69
30:05:2017,50591.358,14:03:11.358,-03,11.55,8.70
30:05:2017,50591.858,14:03:11.858,-03,10.39,8.70
30:05:2017,50592.358,14:03:12.358,-03,10.39,8.68
30:05:2017,50592.858,14:03:12.858,-03,11.43,8.69
30:05:2017,50593.358,14:03:13.358,-03,11.43,8.70
30:05:2017,50593.858,14:03:13.858,-03,11.09,8.70
30:05:2017,50594.358,14:03:14.358,-03,11.09,8.70
30:05:2017,50594.858,14:03:14.858,-03,11.69,8.72
30:05:2017,50595.358,14:03:15.358,-03,11.69,8.74
30:05:2017,50595.858,14:03:15.858,-03,11.30,8.75
30:05:2017,50596.358,14:03:16.358,-03,11.30,8.76
30:05:2017,50596.858,14:03:16.858,-03,10.37,8.76
30:05:2017,50597.358,14:03:17.358,-03,10.37,8.78
30:05:2017,50597.858,14:03:17.858,-03,12.05,8.83
30:05:2017,50598.358,14:03:18.358,-03,12.05,8.89
30:05:2017,50598.858,14:03:18.858,-03,9.63,8.91
30:05:2017,50599.358,14:03:19.358,-03,9.63,8.92
30:05:2017,50599.858,14:03:19.858,-03,11.48,8.96
30:05:2017,50600.358,14:03:20.358,-03,11.48,9.02
30:05:2017,50600.858,14:03:20.858,-03,8.93,9.03
30:05:2017,50601.358,14:03:21.358,-03,8.93,9.03
30:05:2017,50601.858,14:03:21.858,-03,11.10,9.06
30:05:2017,50602.358,14:03:22.358,-03,11.10,9.11
30:05:2017,50602.858,14:03:22.858,-03,9.00,9.14
30:05:2017,50603.858,14:03:23.858,-03,9.81,9.20
30:05:2017,50604.358,14:03:24.358,-03,9.81,9.24
30:05:2017,50604.858,14:03:24.858,-03,8.69,9.26
30:05:2017,50605.358,14:03:25.358,-03,8.69,9.28
30:05:2017,50605.858,14:03:25.858,-03,9.12,9.30
30:05:2017,50606.358,14:03:26.358,-03,9.12,9.34
30:05:2017,50606.858,14:03:26.858,-03,8.30,9.37
30:05:2017,50607.358,14:03:27.358,-03,8.30,9.38
30:05:2017,50607.858,14:03:27.858,-03,9.66,9.42
30:05:2017,50608.358,14:03:28.358,-03,9.66,9.46
30:05:2017,50608.858,14:03:28.858,-03,9.62,9.49
30:05:2017,50609.358,14:03:29.358,-03,9.62,9.52
30:05:2017,50609.858,14:03:29.858,-03,11.94,9.58
30:05:2017,50610.358,14:03:30.358,-03,11.94,9.64
30:05:2017,50610.858,14:03:30.858,-03,9.82,9.67
30:05:2017,50611.358,14:03:31.358,-03,9.82,9.72
30:05:2017,50611.858,14:03:31.858,-03,11.94,9.80
30:05:2017,50612.357,14:03:32.357,-03,11.94,9.89
30:05:2017,50612.857,14:03:32.857,-03,10.03,9.95
30:05:2017,50613.357,14:03:33.357,-03,10.03,9.99
30:05:2017,50613.857,14:03:33.857,-03,11.30,10.06
30:05:2017,50614.357,14:03:34.357,-03,11.30,10.13
30:05:2017,50614.857,14:03:34.857,-03,10.77,10.19
30:05:2017,50615.357,14:03:35.357,-03,10.77,10.26
30:05:2017,50615.857,14:03:35.857,-03,10.30,10.32
30:05:2017,50616.357,14:03:36.357,-03,10.30,10.37
30:05:2017,50616.857,14:03:36.857,-03,11.15,10.43
30:05:2017,50617.357,14:03:37.357,-03,11.15,10.45
30:05:2017,50617.857,14:03:37.857,-03,10.59,10.47
30:05:2017,50618.357,14:03:38.357,-03,10.59,10.48
30:05:2017,50618.857,14:03:38.857,-03,9.59,10.47
30:05:2017,50619.357,14:03:39.357,-03,9.59,10.46
30:05:2017,50619.857,14:03:39.857,-03,9.52,10.44
30:05:2017,50620.357,14:03:40.357,-03,9.52,10.43
30:05:2017,50621.357,14:03:41.357,-03,8.82,10.38
30:05:2017,50621.857,14:03:41.857,-03,8.52,10.33
30:05:2017,50622.357,14:03:42.357,-03,8.52,10.30
30:05:2017,50622.857,14:03:42.857,-03,8.30,10.26
30:05:2017,50623.357,14:03:43.357,-03,8.30,10.21
30:05:2017,50623.857,14:03:43.857,-03,7.33,10.14
30:05:2017,50624.357,14:03:44.357,-03,7.33,10.08
30:05:2017,50624.857,14:03:44.857,-03,8.34,10.03
30:05:2017,50625.357,14:03:45.357,-03,8.34,9.97
30:05:2017,50625.857,14:03:45.857,-03,6.61,9.89
30:05:2017,50626.357,14:03:46.357,-03,6.61,9.81
30:05:2017,50626.857,14:03:46.857,-03,7.69,9.75
30:05:2017,50627.357,14:03:47.357,-03,7.69,9.70
30:05:2017,50627.857,14:03:47.857,-03,7.25,9.65
30:05:2017,50628.357,14:03:48.357,-03,7.25,9.57
30:05:2017,50628.857,14:03:48.857,-03,7.02,9.48
30:05:2017,50629.357,14:03:49.357,-03,7.02,9.44
30:05:2017,50629.857,14:03:49.857,-03,10.17,9.45
30:05:2017,50630.357,14:03:50.357,-03,10.17,9.43
30:05:2017,50630.857,14:03:50.857,-03,8.70,9.38
30:05:2017,50631.357,14:03:51.357,-03,8.70,9.38
30:05:2017,50632.357,14:03:52.357,-03,9.95,9.36
30:05:2017,50632.857,14:03:52.857,-03,10.69,9.36
30:05:2017,50633.357,14:03:53.357,-03,10.69,9.38
30:05:2017,50633.857,14:03:53.857,-03,11.18,9.42
30:05:2017,50634.357,14:03:54.357,-03,11.18,9.44
30:05:2017,50634.857,14:03:54.857,-03,11.35,9.46
30:05:2017,50635.357,14:03:55.357,-03,11.35,9.51
30:05:2017,50635.857,14:03:55.857,-03,12.12,9.57
30:05:2017,50636.357,14:03:56.357,-03,12.12,9.62
30:05:2017,50636.857,14:03:56.857,-03,10.94,9.65
30:05:2017,50637.357,14:03:57.357,-03,10.94,9.69
30:05:2017,50637.857,14:03:57.857,-03,12.33,9.76
30:05:2017,50638.357,14:03:58.357,-03,12.33,9.81
30:05:2017,50638.857,14:03:58.857,-03,11.13,9.83
30:05:2017,50639.357,14:03:59.357,-03,11.13,9.86
30:05:2017,50639.856,14:03:59.856,-03,12.62,9.91
30:05:2017,50640.356,14:04:00.356,-03,12.62,9.92
30:05:2017,50640.856,14:04:00.856,-03,11.65,9.92
30:05:2017,50641.356,14:04:01.356,-03,11.65,9.95
30:05:2017,50641.856,14:04:01.856,-03,11.17,9.97
30:05:2017,50642.356,14:04:02.356,-03,11.17,9.96
30:05:2017,50642.856,14:04:02.856,-03,11.39,9.95
30:05:2017,50643.356,14:04:03.356,-03,11.39,9.97
30:05:2017,50643.856,14:04:03.856,-03,11.02,9.99
30:05:2017,50644.356,14:04:04.356,-03,11.02,9.98
30:05:2017,50644.856,14:04:04.856,-03,11.01,9.98
30:05:2017,50645.356,14:04:05.356,-03,11.01,9.98
30:05:2017,50645.856,14:04:05.856,-03,10.25,9.97
30:05:2017,50646.356,14:04:06.356,-03,10.25,9.97
30:05:2017,50646.856,14:04:06.856,-03,10.73,9.98
30:05:2017,50647.356,14:04:07.356,-03,10.73,9.97
30:05:2017,50647.856,14:04:07.856,-03,10.17,9.95
30:05:2017,50648.356,14:04:08.356,-03,10.17,9.95
30:05:2017,50648.856,14:04:08.856,-03,10.84,9.95
30:05:2017,50649.356,14:04:09.356,-03,10.84,9.97
30:05:2017,50649.856,14:04:09.856,-03,9.68,9.97
30:05:2017,50650.356,14:04:10.356,-03,9.68,9.98
30:05:2017,50650.856,14:04:10.856,-03,10.63,10.00
30:05:2017,50651.356,14:04:11.356,-03,10.63,10.01
30:05:2017,50651.856,14:04:11.856,-03,12.19,10.06
30:05:2017,50652.356,14:04:12.356,-03,12.19,10.12
30:05:2017,50652.856,14:04:12.856,-03,11.92,10.18
30:05:2017,50653.356,14:04:13.356,-03,11.92,10.24
30:05:2017,50653.856,14:04:13.856,-03,9.78,10.27
30:05:2017,50654.356,14:04:14.356,-03,9.78,10.31
30:05:2017,50654.856,14:04:14.856,-03,10.85,10.37
30:05:2017,50655.356,14:04:15.356,-03,10.85,10.41
30:05:2017,50655.856,14:04:15.856,-03,11.22,10.45
30:05:2017,50656.356,14:04:16.356,-03,11.22,10.53
