Date,Secs,LocalTime,Zone,Instant,Average
01:06:2017,57605.180,16:00:05.180,-03,7.53,7.72
01:06:2017,57605.680,16:00:05.680,-03,7.53,7.72
01:06:2017,57606.180,16:00:06.180,-03,7.79,7.72
01:06:2017,57606.680,16:00:06.680,-03,7.79,7.72
01:06:2017,57607.180,16:00:07.180,-03,7.53,7.73
01:06:2017,57607.680,16:00:07.680,-03,7.53,7.74
01:06:2017,57608.180,16:00:08.180,-03,7.83,7.75
01:06:2017,57608.680,16:00:08.680,-03,7.83,7.75
01:06:2017,57609.180,16:00:09.180,-03,7.54,7.77
01:06:2017,57609.680,16:00:09.680,-03,7.54,7.78
01:06:2017,57610.180,16:00:10.180,-03,6.76,7.78
01:06:2017,57610.680,16:00:10.680,-03,6.76,7.78
01:06:2017,57611.180,16:00:11.180,-03,7.96,7.79
01:06:2017,57611.680,16:00:11.680,-03,7.96,7.81
01:06:2017,57612.180,16:00:12.180,-03,7.52,7.81
01:06:2017,57612.680,16:00:12.680,-03,7.52,7.81
01:06:2017,57613.181,16:00:13.181,-03,8.24,7.82
01:06:2017,57613.681,16:00:13.681,-03,8.24,7.83
01:06:2017,57614.181,16:00:14.181,-03,7.50,7.83
01:06:2017,57614.681,16:00:14.681,-03,7.50,7.84
01:06:2017,57615.181,16:00:15.181,-03,8.34,7.85
01:06:2017,57615.681,16:00:15.681,-03,8.34,7.87
01:06:2017,57616.181,16:00:16.181,-03,7.64,7.88
01:06:2017,57616.681,16:00:16.681,-03,7.64,7.90
01:06:2017,57617.181,16:00:17.181,-03,7.10,7.88
01:06:2017,57617.681,16:00:17.681,-03,7.10,7.86
01:06:2017,57618.181,16:00:18.181,-03,8.59,7.87
01:06:2017,57618.681,16:00:18.681,-03,8.59,7.89
01:06:2017,57619.181,16:00:19.181,-03,7.01,7.86
01:06:2017,57619.681,16:00:19.681,-03,7.01,7.84
01:06:2017,57620.181,16:00:20.181,-03,7.42,7.83
01:06:2017,57620.681,16:00:20.681,-03,7.42,7.82
01:06:2017,57621.181,16:00:21.181,-03,7.45,7.80
01:06:2017,57621.681,16:00:21.681,-03,7.45,7.79
01:06:2017,57622.181,16:00:22.181,-03,8.53,7.79
01:06:2017,57622.682,16:00:22.682,-03,8.53,7.80
01:06:2017,57623.182,16:00:23.182,-03,7.29,7.78
01:06:2017,57623.682,16:00:23.682,-03,7.29,7.76
01:06:2017,57624.182,16:00:24.182,-03,7.53,7.73
01:06:2017,57624.682,16:00:24.682,-03,7.53,7.70
01:06:2017,57625.182,16:00:25.182,-03,7.99,7.71
01:06:2017,57625.682,16:00:25.682,-03,7.99,7.71
01:06:2017,57626.182,16:00:26.182,-03,8.47,7.71
01:06:2017,57626.682,16:00:26.682,-03,8.47,7.70
01:06:2017,57627.182,16:00:27.182,-03,8.19,7.72
01:06:2017,57627.682,16:00:27.682,-03,8.19,7.74
01:06:2017,57628.182,16:00:28.182,-03,7.31,7.73
01:06:2017,57628.682,16:00:28.682,-03,7.31,7.71
01:06:2017,57629.182,16:00:29.182,-03,8.30,7.74
01:06:2017,57629.682,16:00:29.682,-03,8.30,7.76
01:06:2017,57630.182,16:00:30.182,-03,7.46,7.74
01:06:2017,57630.682,16:00:30.682,-03,7.46,7.73
01:06:2017,57631.182,16:00:31.182,-03,7.87,7.74
01:06:2017,57631.682,16:00:31.682,-03,7.87,7.75
01:06:2017,57632.183,16:00:32.183,-03,7.78,7.75
01:06:2017,57632.683,16:00:32.683,-03,7.78,7.74
01:06:2017,57633.183,16:00:33.183,-03,7.88,7.74
01:06:2017,57633.683,16:00:33.683,-03,7.88,7.75
01:06:2017,57634.183,16:00:34.183,-03,8.06,7.75
01:06:2017,57634.683,16:00:34.683,-03,8.06,7.75
01:06:2017,57635.183,16:00:35.183,-03,7.30,7.74
01:06:2017,57635.683,16:00:35.683,-03,7.30,7.74
01:06:2017,57636.183,16:00:36.183,-03,7.01,7.73
01:06:2017,57636.683,16:00:36.683,-03,7.01,7.71
01:06:2017,57637.183,16:00:37.183,-03,6.89,7.70
01:06:2017,57637.683,16:00:37.683,-03,6.89,7.69
01:06:2017,57638.183,16:00:38.183,-03,6.97,7.68
01:06:2017,57638.683,16:00:38.683,-03,6.97,7.66
01:06:2017,57639.183,16:00:39.183,-03,7.05,7.66
