Date,Secs,LocalTime,Zone,Instant,Average
29:05:2017,52339.552,14:32:19.552,-03,14.25,14.72
29:05:2017,52340.052,14:32:20.052,-03,14.25,14.70
29:05:2017,52340.552,14:32:20.552,-03,14.43,14.68
29:05:2017,52341.052,14:32:21.052,-03,14.43,14.66
29:05:2017,52341.552,14:32:21.552,-03,14.80,14.64
29:05:2017,52342.052,14:32:22.052,-03,14.80,14.63
29:05:2017,52342.552,14:32:22.552,-03,14.83,14.62
29:05:2017,52343.053,14:32:23.053,-03,14.83,14.61
29:05:2017,52343.553,14:32:23.553,-03,14.66,14.61
29:05:2017,52344.053,14:32:24.053,-03,14.66,14.61
29:05:2017,52344.553,14:32:24.553,-03,14.96,14.62
29:05:2017,52345.053,14:32:25.053,-03,14.96,14.64
29:05:2017,52345.553,14:32:25.553,-03,14.61,14.65
29:05:2017,52346.053,14:32:26.053,-03,14.61,14.67
29:05:2017,52346.553,14:32:26.553,-03,13.23,14.69
29:05:2017,52347.053,14:32:27.053,-03,13.23,14.70
29:05:2017,52347.553,14:32:27.553,-03,11.52,14.68
29:05:2017,52348.053,14:32:28.053,-03,11.52,14.66
29:05:2017,52348.553,14:32:28.553,-03,12.05,14.65
29:05:2017,52349.053,14:32:29.053,-03,12.05,14.64
29:05:2017,52349.553,14:32:29.553,-03,12.43,14.60
29:05:2017,52350.053,14:32:30.053,-03,12.43,14.55
29:05:2017,52350.553,14:32:30.553,-03,13.54,14.52
29:05:2017,52351.053,14:32:31.053,-03,13.54,14.50
29:05:2017,52351.554,14:32:31.554,-03,12.24,14.44
29:05:2017,52352.054,14:32:32.054,-03,12.24,14.39
29:05:2017,52352.554,14:32:32.554,-03,13.13,14.35
29:05:2017,52353.054,14:32:33.054,-03,13.13,14.31
29:05:2017,52353.554,14:32:33.554,-03,12.92,14.27
29:05:2017,52354.054,14:32:34.054,-03,12.92,14.24
29:05:2017,52354.554,14:32:34.554,-03,13.19,14.19
29:05:2017,52355.054,14:32:35.054,-03,13.19,14.15
29:05:2017,52355.554,14:32:35.554,-03,14.78,14.13
29:05:2017,52356.054,14:32:36.054,-03,14.78,14.10
29:05:2017,52356.554,14:32:36.554,-03,15.86,14.09
29:05:2017,52357.054,14:32:37.054,-03,15.86,14.08
29:05:2017,52357.554,14:32:37.554,-03,14.69,14.06
29:05:2017,52358.054,14:32:38.054,-03,14.69,14.03
29:05:2017,52358.554,14:32:38.554,-03,14.21,14.00
29:05:2017,52359.054,14:32:39.054,-03,14.21,13.96
29:05:2017,52359.554,14:32:39.554,-03,13.86,13.93
29:05:2017,52360.055,14:32:40.055,-03,13.86,13.90
29:05:2017,52360.555,14:32:40.555,-03,14.07,13.88
29:05:2017,52361.056,14:32:41.056,-03,14.07,13.87
29:05:2017,52361.555,14:32:41.555,-03,13.46,13.84
29:05:2017,52362.055,14:32:42.055,-03,13.46,13.81
