Date,Secs,LocalTime,Zone,Instant,Average
29:05:2017,50626.846,14:03:46.846,-03,13.35,14.82
29:05:2017,50627.346,14:03:47.346,-03,13.35,14.81
29:05:2017,50627.846,14:03:47.846,-03,12.48,14.78
29:05:2017,50628.347,14:03:48.347,-03,12.48,14.75
29:05:2017,50628.847,14:03:48.847,-03,12.41,14.71
29:05:2017,50629.347,14:03:49.347,-03,12.41,14.67
29:05:2017,50629.847,14:03:49.847,-03,13.88,14.65
29:05:2017,50630.347,14:03:50.347,-03,13.88,14.64
29:05:2017,50630.847,14:03:50.847,-03,14.45,14.64
29:05:2017,50631.347,14:03:51.347,-03,14.45,14.64
29:05:2017,50631.847,14:03:51.847,-03,11.98,14.59
29:05:2017,50632.347,14:03:52.347,-03,11.98,14.55
29:05:2017,50632.847,14:03:52.847,-03,12.12,14.50
29:05:2017,50633.347,14:03:53.347,-03,12.12,14.45
29:05:2017,50633.847,14:03:53.847,-03,12.66,14.41
29:05:2017,50634.347,14:03:54.347,-03,12.66,14.37
29:05:2017,50634.847,14:03:54.847,-03,12.43,14.33
29:05:2017,50635.347,14:03:55.347,-03,12.43,14.30
29:05:2017,50635.847,14:03:55.847,-03,12.51,14.27
29:05:2017,50636.348,14:03:56.348,-03,12.51,14.23
29:05:2017,50636.848,14:03:56.848,-03,13.87,14.24
29:05:2017,50637.348,14:03:57.348,-03,13.87,14.25
29:05:2017,50637.848,14:03:57.848,-03,12.63,14.23
29:05:2017,50638.348,14:03:58.348,-03,12.63,14.20
29:05:2017,50638.848,14:03:58.848,-03,13.10,14.17
29:05:2017,50639.348,14:03:59.348,-03,13.10,14.15
29:05:2017,50639.848,14:03:59.848,-03,12.31,14.11
29:05:2017,50640.348,14:04:00.348,-03,12.31,14.07
29:05:2017,50640.848,14:04:00.848,-03,12.01,14.04
29:05:2017,50641.348,14:04:01.348,-03,12.01,14.01
29:05:2017,50641.848,14:04:01.848,-03,11.68,13.96
29:05:2017,50642.348,14:04:02.348,-03,11.68,13.91
29:05:2017,50642.848,14:04:02.848,-03,11.87,13.84
29:05:2017,50643.348,14:04:03.348,-03,11.87,13.77
29:05:2017,50643.848,14:04:03.848,-03,11.41,13.69
29:05:2017,50644.348,14:04:04.348,-03,11.41,13.62
29:05:2017,50644.849,14:04:04.849,-03,12.20,13.56
29:05:2017,50645.349,14:04:05.349,-03,12.20,13.50
29:05:2017,50645.849,14:04:05.849,-03,12.96,13.45
29:05:2017,50646.349,14:04:06.349,-03,12.96,13.40
29:05:2017,50646.849,14:04:06.849,-03,12.57,13.33
29:05:2017,50647.349,14:04:07.349,-03,12.57,13.26
29:05:2017,50647.849,14:04:07.849,-03,13.73,13.22
29:05:2017,50648.349,14:04:08.349,-03,13.73,13.17
29:05:2017,50648.849,14:04:08.849,-03,14.11,13.13
29:05:2017,50649.349,14:04:09.349,-03,14.11,13.10
29:05:2017,50649.849,14:04:09.849,-03,12.39,13.04
29:05:2017,50650.349,14:04:10.349,-03,12.39,12.98
29:05:2017,50650.849,14:04:10.849,-03,11.59,12.91
29:05:2017,50651.349,14:04:11.349,-03,11.59,12.84
29:05:2017,50651.849,14:04:11.849,-03,12.00,12.79
29:05:2017,50652.349,14:04:12.349,-03,12.00,12.75
29:05:2017,50652.849,14:04:12.849,-03,11.93,12.71
29:05:2017,50653.350,14:04:13.350,-03,11.93,12.67
29:05:2017,50653.850,14:04:13.850,-03,12.60,12.66
29:05:2017,50654.350,14:04:14.350,-03,12.60,12.64
29:05:2017,50654.850,14:04:14.850,-03,14.67,12.67
29:05:2017,50655.350,14:04:15.350,-03,14.67,12.70
29:05:2017,50655.850,14:04:15.850,-03,15.90,12.74
29:05:2017,50656.350,14:04:16.350,-03,15.90,12.79
29:05:2017,50656.850,14:04:16.850,-03,15.75,12.83
29:05:2017,50657.350,14:04:17.350,-03,15.75,12.87
29:05:2017,50657.850,14:04:17.850,-03,15.50,12.92
29:05:2017,50658.350,14:04:18.350,-03,15.50,12.97
29:05:2017,50658.850,14:04:18.850,-03,15.32,13.02
29:05:2017,50659.350,14:04:19.350,-03,15.32,13.07
29:05:2017,50659.850,14:04:19.850,-03,15.46,13.10
29:05:2017,50660.350,14:04:20.350,-03,15.46,13.12
29:05:2017,50660.850,14:04:20.850,-03,14.78,13.13
29:05:2017,50661.351,14:04:21.351,-03,14.78,13.13
29:05:2017,50661.851,14:04:21.851,-03,15.55,13.19
29:05:2017,50662.351,14:04:22.351,-03,15.55,13.25
29:05:2017,50662.851,14:04:22.851,-03,15.97,13.32
29:05:2017,50663.351,14:04:23.351,-03,15.97,13.38
29:05:2017,50663.851,14:04:23.851,-03,15.97,13.44
29:05:2017,50664.351,14:04:24.351,-03,15.97,13.49
29:05:2017,50664.851,14:04:24.851,-03,15.56,13.54
29:05:2017,50665.351,14:04:25.351,-03,15.56,13.60
29:05:2017,50665.851,14:04:25.851,-03,15.45,13.65
29:05:2017,50666.351,14:04:26.351,-03,15.45,13.69
29:05:2017,50666.851,14:04:26.851,-03,15.31,13.72
29:05:2017,50667.351,14:04:27.351,-03,15.31,13.74
29:05:2017,50667.851,14:04:27.851,-03,14.42,13.77
29:05:2017,50668.351,14:04:28.351,-03,14.42,13.80
29:05:2017,50668.851,14:04:28.851,-03,13.86,13.81
29:05:2017,50669.351,14:04:29.351,-03,13.86,13.83
29:05:2017,50669.852,14:04:29.852,-03,12.34,13.83
29:05:2017,50670.352,14:04:30.352,-03,12.34,13.83
29:05:2017,50670.852,14:04:30.852,-03,14.06,13.86
29:05:2017,50671.352,14:04:31.352,-03,14.06,13.90
29:05:2017,50671.852,14:04:31.852,-03,13.60,13.93
29:05:2017,50672.352,14:04:32.352,-03,13.60,13.96
29:05:2017,50672.852,14:04:32.852,-03,14.27,14.00
29:05:2017,50673.352,14:04:33.352,-03,14.27,14.04
29:05:2017,50673.852,14:04:33.852,-03,14.28,14.09
29:05:2017,50674.352,14:04:34.352,-03,14.28,14.14
29:05:2017,50674.852,14:04:34.852,-03,13.12,14.15
29:05:2017,50675.352,14:04:35.352,-03,13.12,14.17
29:05:2017,50675.852,14:04:35.852,-03,12.53,14.16
29:05:2017,50676.352,14:04:36.352,-03,12.53,14.15
29:05:2017,50676.852,14:04:36.852,-03,12.36,14.15
29:05:2017,50677.352,14:04:37.352,-03,12.36,14.15
29:05:2017,50677.853,14:04:37.853,-03,13.33,14.14
29:05:2017,50678.353,14:04:38.353,-03,13.33,14.13
29:05:2017,50678.853,14:04:38.853,-03,13.38,14.12
29:05:2017,50679.353,14:04:39.353,-03,13.38,14.11
29:05:2017,50679.853,14:04:39.853,-03,12.81,14.12
29:05:2017,50680.353,14:04:40.353,-03,12.81,14.12
29:05:2017,50680.853,14:04:40.853,-03,12.43,14.14
29:05:2017,50681.353,14:04:41.353,-03,12.43,14.15
29:05:2017,50681.853,14:04:41.853,-03,13.91,14.18
29:05:2017,50682.353,14:04:42.353,-03,13.91,14.21
29:05:2017,50682.853,14:04:42.853,-03,13.53,14.24
