Date,Secs,LocalTime,Zone,Instant,Average
27:05:2017,52327.336,14:32:07.336,-03,12.48,12.19
27:05:2017,52327.836,14:32:07.836,-03,10.88,12.21
27:05:2017,52328.336,14:32:08.336,-03,10.88,12.22
27:05:2017,52328.836,14:32:08.836,-03,11.24,12.21
27:05:2017,52329.336,14:32:09.336,-03,11.24,12.19
27:05:2017,52329.836,14:32:09.836,-03,9.64,12.15
27:05:2017,52330.336,14:32:10.336,-03,9.64,12.11
27:05:2017,52330.836,14:32:10.836,-03,10.44,12.08
27:05:2017,52331.336,14:32:11.336,-03,10.44,12.05
27:05:2017,52331.836,14:32:11.836,-03,10.33,12.01
27:05:2017,52332.336,14:32:12.336,-03,10.33,11.96
27:05:2017,52332.836,14:32:12.836,-03,10.58,11.91
27:05:2017,52333.336,14:32:13.336,-03,10.58,11.86
27:05:2017,52333.836,14:32:13.836,-03,10.99,11.82
27:05:2017,52334.337,14:32:14.337,-03,10.99,11.79
27:05:2017,52334.837,14:32:14.837,-03,10.89,11.76
27:05:2017,52335.337,14:32:15.337,-03,10.89,11.73
27:05:2017,52335.837,14:32:15.837,-03,10.99,11.70
27:05:2017,52336.337,14:32:16.337,-03,10.99,11.68
27:05:2017,52336.837,14:32:16.837,-03,11.55,11.65
27:05:2017,52337.337,14:32:17.337,-03,11.55,11.63
27:05:2017,52337.837,14:32:17.837,-03,10.47,11.60
27:05:2017,52338.337,14:32:18.337,-03,10.47,11.57
27:05:2017,52338.837,14:32:18.837,-03,11.94,11.56
27:05:2017,52339.337,14:32:19.337,-03,11.94,11.55
27:05:2017,52339.837,14:32:19.837,-03,8.82,11.49
27:05:2017,52340.337,14:32:20.337,-03,8.82,11.44
27:05:2017,52340.837,14:32:20.837,-03,11.56,11.42
27:05:2017,52341.337,14:32:21.337,-03,11.56,11.40
27:05:2017,52341.837,14:32:21.837,-03,10.20,11.37
27:05:2017,52342.337,14:32:22.337,-03,10.20,11.35
27:05:2017,52342.837,14:32:22.837,-03,12.33,11.36
27:05:2017,52343.337,14:32:23.337,-03,12.33,11.38
27:05:2017,52343.837,14:32:23.837,-03,12.63,11.39
27:05:2017,52344.337,14:32:24.337,-03,12.63,11.39
27:05:2017,52344.837,14:32:24.837,-03,13.06,11.41
27:05:2017,52345.337,14:32:25.337,-03,13.06,11.43
27:05:2017,52345.838,14:32:25.838,-03,15.29,11.46
27:05:2017,52346.338,14:32:26.338,-03,15.29,11.49
27:05:2017,52346.838,14:32:26.838,-03,15.34,11.56
27:05:2017,52347.338,14:32:27.338,-03,15.34,11.63
27:05:2017,52347.838,14:32:27.838,-03,14.24,11.64
27:05:2017,52348.338,14:32:28.338,-03,14.24,11.64
27:05:2017,52348.838,14:32:28.838,-03,15.28,11.69
27:05:2017,52349.338,14:32:29.338,-03,15.28,11.74
27:05:2017,52349.838,14:32:29.838,-03,13.75,11.77
27:05:2017,52350.338,14:32:30.338,-03,13.75,11.80
27:05:2017,52350.838,14:32:30.838,-03,14.71,11.85
27:05:2017,52351.338,14:32:31.338,-03,14.71,11.89
27:05:2017,52351.838,14:32:31.838,-03,13.10,11.92
27:05:2017,52352.338,14:32:32.338,-03,13.10,11.95
27:05:2017,52352.838,14:32:32.838,-03,14.03,11.99
27:05:2017,52353.338,14:32:33.338,-03,14.03,12.02
27:05:2017,52353.838,14:32:33.838,-03,12.59,12.04
27:05:2017,52354.338,14:32:34.338,-03,12.59,12.06
27:05:2017,52354.838,14:32:34.838,-03,12.58,12.08
27:05:2017,52355.338,14:32:35.338,-03,12.58,12.10
27:05:2017,52355.838,14:32:35.838,-03,13.25,12.14
27:05:2017,52356.338,14:32:36.338,-03,13.25,12.17
27:05:2017,52356.838,14:32:36.838,-03,11.54,12.16
27:05:2017,52357.339,14:32:37.339,-03,11.54,12.14
27:05:2017,52357.839,14:32:37.839,-03,12.76,12.17
27:05:2017,52358.339,14:32:38.339,-03,12.76,12.20
27:05:2017,52358.839,14:32:38.839,-03,11.04,12.20
27:05:2017,52359.339,14:32:39.339,-03,11.04,12.20
27:05:2017,52359.839,14:32:39.839,-03,10.93,12.22
27:05:2017,52360.339,14:32:40.339,-03,10.93,12.24
27:05:2017,52360.839,14:32:40.839,-03,10.56,12.24
27:05:2017,52361.339,14:32:41.339,-03,10.56,12.24
27:05:2017,52361.839,14:32:41.839,-03,10.71,12.25
27:05:2017,52362.339,14:32:42.339,-03,10.71,12.26
27:05:2017,52362.839,14:32:42.839,-03,10.99,12.26
27:05:2017,52363.339,14:32:43.339,-03,10.99,12.27
27:05:2017,52363.839,14:32:43.839,-03,10.23,12.26
27:05:2017,52364.339,14:32:44.339,-03,10.23,12.24
27:05:2017,52364.839,14:32:44.839,-03,10.86,12.24
27:05:2017,52365.339,14:32:45.339,-03,10.86,12.24
27:05:2017,52365.839,14:32:45.839,-03,12.18,12.26
27:05:2017,52366.339,14:32:46.339,-03,12.18,12.28
27:05:2017,52366.839,14:32:46.839,-03,10.41,12.26
27:05:2017,52367.339,14:32:47.339,-03,10.41,12.25
27:05:2017,52367.839,14:32:47.839,-03,11.11,12.26
27:05:2017,52368.339,14:32:48.339,-03,11.11,12.27
27:05:2017,52368.839,14:32:48.839,-03,12.61,12.28
27:05:2017,52369.340,14:32:49.340,-03,12.61,12.29
27:05:2017,52369.840,14:32:49.840,-03,12.74,12.35
27:05:2017,52370.340,14:32:50.340,-03,12.74,12.42
27:05:2017,52370.840,14:32:50.840,-03,11.96,12.43
27:05:2017,52371.340,14:32:51.340,-03,11.96,12.43
27:05:2017,52371.840,14:32:51.840,-03,12.04,12.46
27:05:2017,52372.340,14:32:52.340,-03,12.04,12.50
27:05:2017,52372.840,14:32:52.840,-03,11.67,12.48
27:05:2017,52373.340,14:32:53.340,-03,11.67,12.47
27:05:2017,52373.840,14:32:53.840,-03,11.26,12.45
27:05:2017,52374.340,14:32:54.340,-03,11.26,12.43
27:05:2017,52374.840,14:32:54.840,-03,11.16,12.40
27:05:2017,52375.340,14:32:55.340,-03,11.16,12.36
27:05:2017,52375.840,14:32:55.840,-03,10.03,12.28
27:05:2017,52376.340,14:32:56.340,-03,10.03,12.19
27:05:2017,52376.840,14:32:56.840,-03,10.41,12.11
27:05:2017,52377.340,14:32:57.340,-03,10.41,12.02
27:05:2017,52377.840,14:32:57.840,-03,10.36,11.96
27:05:2017,52378.340,14:32:58.340,-03,10.36,11.89
27:05:2017,52378.840,14:32:58.840,-03,11.13,11.83
27:05:2017,52379.340,14:32:59.340,-03,11.13,11.76
27:05:2017,52379.840,14:32:59.840,-03,12.02,11.73
27:05:2017,52380.340,14:33:00.340,-03,12.02,11.70
