Date,Secs,LocalTime,Zone,Instant,Average
27:05:2017,57608.288,16:00:08.288,-03,11.30,11.50
27:05:2017,57608.788,16:00:08.788,-03,11.29,11.47
27:05:2017,57609.288,16:00:09.288,-03,11.29,11.46
27:05:2017,57609.788,16:00:09.788,-03,10.31,11.44
27:05:2017,57610.289,16:00:10.289,-03,10.31,11.40
27:05:2017,57610.789,16:00:10.789,-03,11.27,11.38
27:05:2017,57611.289,16:00:11.289,-03,11.27,11.37
27:05:2017,57611.789,16:00:11.789,-03,10.09,11.34
27:05:2017,57612.289,16:00:12.289,-03,10.09,11.30
27:05:2017,57612.789,16:00:12.789,-03,12.81,11.31
27:05:2017,57613.289,16:00:13.289,-03,12.81,11.33
27:05:2017,57613.789,16:00:13.789,-03,13.00,11.35
27:05:2017,57614.289,16:00:14.289,-03,13.00,11.38
27:05:2017,57614.789,16:00:14.789,-03,15.16,11.45
27:05:2017,57615.289,16:00:15.289,-03,15.16,11.51
27:05:2017,57615.789,16:00:15.789,-03,12.51,11.52
27:05:2017,57616.289,16:00:16.289,-03,12.51,11.55
27:05:2017,57616.789,16:00:16.789,-03,13.64,11.59
27:05:2017,57617.289,16:00:17.289,-03,13.64,11.63
27:05:2017,57617.789,16:00:17.789,-03,12.70,11.66
27:05:2017,57618.289,16:00:18.289,-03,12.70,11.72
27:05:2017,57618.789,16:00:18.789,-03,13.35,11.78
27:05:2017,57619.289,16:00:19.289,-03,13.35,11.80
27:05:2017,57619.789,16:00:19.789,-03,12.26,11.81
27:05:2017,57620.289,16:00:20.289,-03,12.26,11.83
27:05:2017,57620.789,16:00:20.789,-03,12.86,11.86
27:05:2017,57621.289,16:00:21.289,-03,12.86,11.90
27:05:2017,57621.789,16:00:21.789,-03,13.12,11.94
27:05:2017,57622.290,16:00:22.290,-03,13.12,11.98
27:05:2017,57622.790,16:00:22.790,-03,12.35,12.01
27:05:2017,57623.290,16:00:23.290,-03,12.35,12.01
27:05:2017,57623.790,16:00:23.790,-03,14.00,12.04
27:05:2017,57624.290,16:00:24.290,-03,14.00,12.05
27:05:2017,57624.790,16:00:24.790,-03,13.30,12.06
27:05:2017,57625.290,16:00:25.290,-03,13.30,12.07
27:05:2017,57625.790,16:00:25.790,-03,13.96,12.09
27:05:2017,57626.290,16:00:26.290,-03,13.96,12.12
27:05:2017,57626.790,16:00:26.790,-03,12.87,12.13
27:05:2017,57627.290,16:00:27.290,-03,12.87,12.15
27:05:2017,57627.790,16:00:27.790,-03,12.30,12.16
27:05:2017,57628.290,16:00:28.290,-03,12.30,12.18
27:05:2017,57628.790,16:00:28.790,-03,11.75,12.19
27:05:2017,57629.290,16:00:29.290,-03,11.75,12.20
27:05:2017,57629.790,16:00:29.790,-03,14.37,12.26
27:05:2017,57630.290,16:00:30.290,-03,14.37,12.32
27:05:2017,57630.790,16:00:30.790,-03,14.65,12.38
27:05:2017,57631.290,16:00:31.290,-03,14.65,12.44
27:05:2017,57631.790,16:00:31.790,-03,14.72,12.51
27:05:2017,57632.290,16:00:32.290,-03,14.72,12.58
27:05:2017,57632.790,16:00:32.790,-03,13.31,12.63
27:05:2017,57633.290,16:00:33.290,-03,13.31,12.66
27:05:2017,57633.791,16:00:33.791,-03,13.59,12.70
27:05:2017,57634.291,16:00:34.291,-03,13.59,12.73
27:05:2017,57634.791,16:00:34.791,-03,12.81,12.74
27:05:2017,57635.291,16:00:35.291,-03,12.81,12.76
27:05:2017,57635.791,16:00:35.791,-03,12.92,12.78
27:05:2017,57636.291,16:00:36.291,-03,12.92,12.80
27:05:2017,57636.791,16:00:36.791,-03,11.94,12.81
27:05:2017,57637.291,16:00:37.291,-03,11.94,12.82
27:05:2017,57637.791,16:00:37.791,-03,13.02,12.85
27:05:2017,57638.291,16:00:38.291,-03,13.02,12.87
27:05:2017,57638.791,16:00:38.791,-03,14.36,12.93
27:05:2017,57639.291,16:00:39.291,-03,14.36,12.98
27:05:2017,57639.791,16:00:39.791,-03,12.01,13.00
27:05:2017,57640.291,16:00:40.291,-03,12.01,13.03
27:05:2017,57640.791,16:00:40.791,-03,15.11,13.10
27:05:2017,57641.291,16:00:41.291,-03,15.11,13.16
27:05:2017,57641.791,16:00:41.791,-03,12.17,13.20
27:05:2017,57642.291,16:00:42.291,-03,12.17,13.23
27:05:2017,57642.791,16:00:42.791,-03,14.14,13.25
27:05:2017,57643.291,16:00:43.291,-03,14.14,13.27
27:05:2017,57643.791,16:00:43.791,-03,12.96,13.27
27:05:2017,57644.291,16:00:44.291,-03,12.96,13.27
27:05:2017,57644.791,16:00:44.791,-03,13.51,13.25
27:05:2017,57645.292,16:00:45.292,-03,13.51,13.22
27:05:2017,57645.792,16:00:45.792,-03,12.94,13.23
27:05:2017,57646.292,16:00:46.292,-03,12.94,13.23
27:05:2017,57646.792,16:00:46.792,-03,13.82,13.24
27:05:2017,57647.292,16:00:47.292,-03,13.82,13.24
27:05:2017,57647.792,16:00:47.792,-03,13.93,13.26
27:05:2017,57648.292,16:00:48.292,-03,13.93,13.28
27:05:2017,57648.792,16:00:48.792,-03,12.43,13.27
27:05:2017,57649.292,16:00:49.292,-03,12.43,13.25
27:05:2017,57649.792,16:00:49.792,-03,15.04,13.30
27:05:2017,57650.292,16:00:50.292,-03,15.04,13.34
27:05:2017,57650.792,16:00:50.792,-03,12.85,13.34
27:05:2017,57651.292,16:00:51.292,-03,12.85,13.34
27:05:2017,57651.792,16:00:51.792,-03,14.56,13.37
27:05:2017,57652.292,16:00:52.292,-03,14.56,13.39
27:05:2017,57652.792,16:00:52.792,-03,13.23,13.40
27:05:2017,57653.292,16:00:53.292,-03,13.23,13.42
27:05:2017,57653.792,16:00:53.792,-03,13.89,13.42
27:05:2017,57654.292,16:00:54.292,-03,13.89,13.42
27:05:2017,57654.792,16:00:54.792,-03,14.20,13.43
27:05:2017,57655.292,16:00:55.292,-03,14.20,13.45
27:05:2017,57655.792,16:00:55.792,-03,12.68,13.42
27:05:2017,57656.292,16:00:56.292,-03,12.68,13.40
27:05:2017,57656.792,16:00:56.792,-03,13.07,13.41
27:05:2017,57657.293,16:00:57.293,-03,13.07,13.41
27:05:2017,57657.793,16:00:57.793,-03,11.53,13.40
27:05:2017,57658.293,16:00:58.293,-03,11.53,13.38
27:05:2017,57658.793,16:00:58.793,-03,12.52,13.40
27:05:2017,57659.293,16:00:59.293,-03,12.52,13.41
27:05:2017,57659.793,16:00:59.793,-03,11.15,13.36
27:05:2017,57660.293,16:01:00.293,-03,11.15,13.30
27:05:2017,57660.793,16:01:00.793,-03,11.35,13.25
27:05:2017,57661.293,16:01:01.293,-03,11.35,13.19
27:05:2017,57661.793,16:01:01.793,-03,11.03,13.13
27:05:2017,57662.293,16:01:02.293,-03,11.03,13.07
27:05:2017,57662.793,16:01:02.793,-03,10.67,13.03
27:05:2017,57663.293,16:01:03.293,-03,10.67,12.98
27:05:2017,57663.793,16:01:03.793,-03,11.19,12.94
27:05:2017,57664.293,16:01:04.293,-03,11.19,12.90
27:05:2017,57664.793,16:01:04.793,-03,9.56,12.85
27:05:2017,57665.293,16:01:05.293,-03,9.56,12.79
27:05:2017,57665.793,16:01:05.793,-03,10.16,12.75
27:05:2017,57666.293,16:01:06.293,-03,10.16,12.70
27:05:2017,57666.793,16:01:06.793,-03,9.57,12.66
27:05:2017,57667.293,16:01:07.293,-03,9.57,12.62
27:05:2017,57667.793,16:01:07.793,-03,9.45,12.56
27:05:2017,57668.293,16:01:08.293,-03,9.45,12.50
27:05:2017,57668.794,16:01:08.794,-03,8.78,12.41
