Date,Secs,LocalTime,Zone,Instant,Average
27:05:2017,55806.134,15:30:06.134,-03,11.35,11.99
27:05:2017,55806.634,15:30:06.634,-03,11.87,11.97
27:05:2017,55807.134,15:30:07.134,-03,11.87,11.95
27:05:2017,55807.634,15:30:07.634,-03,11.46,11.94
27:05:2017,55808.134,15:30:08.134,-03,11.46,11.93
27:05:2017,55808.634,15:30:08.634,-03,11.58,11.91
27:05:2017,55809.134,15:30:09.134,-03,11.58,11.88
27:05:2017,55809.634,15:30:09.634,-03,11.27,11.86
27:05:2017,55810.134,15:30:10.134,-03,11.27,11.83
27:05:2017,55810.634,15:30:10.634,-03,11.20,11.81
27:05:2017,55811.134,15:30:11.134,-03,11.20,11.79
27:05:2017,55811.634,15:30:11.634,-03,11.81,11.79
27:05:2017,55812.135,15:30:12.135,-03,11.81,11.79
27:05:2017,55812.635,15:30:12.635,-03,12.17,11.80
27:05:2017,55813.135,15:30:13.135,-03,12.17,11.81
27:05:2017,55813.635,15:30:13.635,-03,12.82,11.83
27:05:2017,55814.135,15:30:14.135,-03,12.82,11.84
27:05:2017,55814.635,15:30:14.635,-03,13.19,11.87
27:05:2017,55815.135,15:30:15.135,-03,13.19,11.91
27:05:2017,55815.635,15:30:15.635,-03,13.50,11.95
27:05:2017,55816.135,15:30:16.135,-03,13.50,11.98
27:05:2017,55816.635,15:30:16.635,-03,13.10,12.00
27:05:2017,55817.135,15:30:17.135,-03,13.10,12.01
27:05:2017,55817.635,15:30:17.635,-03,12.97,12.01
27:05:2017,55818.135,15:30:18.135,-03,12.97,12.00
27:05:2017,55818.635,15:30:18.635,-03,13.16,12.01
27:05:2017,55819.135,15:30:19.135,-03,13.16,12.02
27:05:2017,55819.635,15:30:19.635,-03,13.01,12.02
27:05:2017,55820.135,15:30:20.135,-03,13.01,12.02
27:05:2017,55820.635,15:30:20.635,-03,12.59,12.02
27:05:2017,55821.135,15:30:21.135,-03,12.59,12.02
27:05:2017,55821.635,15:30:21.635,-03,12.10,12.01
27:05:2017,55822.135,15:30:22.135,-03,12.10,12.00
27:05:2017,55822.635,15:30:22.635,-03,10.92,11.98
27:05:2017,55823.135,15:30:23.135,-03,10.92,11.95
27:05:2017,55823.635,15:30:23.635,-03,11.68,11.95
27:05:2017,55824.136,15:30:24.136,-03,11.68,11.94
27:05:2017,55824.636,15:30:24.636,-03,11.38,11.93
27:05:2017,55825.136,15:30:25.136,-03,11.38,11.93
27:05:2017,55825.636,15:30:25.636,-03,11.43,11.93
27:05:2017,55826.136,15:30:26.136,-03,11.43,11.93
27:05:2017,55826.636,15:30:26.636,-03,11.70,11.93
27:05:2017,55827.136,15:30:27.136,-03,11.70,11.94
27:05:2017,55827.636,15:30:27.636,-03,12.03,11.97
27:05:2017,55828.136,15:30:28.136,-03,12.03,11.99
27:05:2017,55828.636,15:30:28.636,-03,11.58,12.01
27:05:2017,55829.136,15:30:29.136,-03,11.58,12.04
27:05:2017,55829.636,15:30:29.636,-03,10.98,12.03
27:05:2017,55830.136,15:30:30.136,-03,10.98,12.02
27:05:2017,55830.636,15:30:30.636,-03,11.09,12.01
27:05:2017,55831.136,15:30:31.136,-03,11.09,12.01
27:05:2017,55831.636,15:30:31.636,-03,11.25,12.00
27:05:2017,55832.136,15:30:32.136,-03,11.25,11.99
27:05:2017,55832.636,15:30:32.636,-03,11.74,11.99
27:05:2017,55833.136,15:30:33.136,-03,11.74,11.98
27:05:2017,55833.636,15:30:33.636,-03,11.49,11.97
27:05:2017,55834.136,15:30:34.136,-03,11.49,11.95
27:05:2017,55834.636,15:30:34.636,-03,11.14,11.94
27:05:2017,55835.136,15:30:35.136,-03,11.14,11.92
27:05:2017,55835.637,15:30:35.637,-03,11.24,11.92
27:05:2017,55836.137,15:30:36.137,-03,11.24,11.91
27:05:2017,55836.637,15:30:36.637,-03,10.77,11.90
27:05:2017,55837.137,15:30:37.137,-03,10.77,11.88
27:05:2017,55837.637,15:30:37.637,-03,11.11,11.87
27:05:2017,55838.137,15:30:38.137,-03,11.11,11.87
27:05:2017,55838.637,15:30:38.637,-03,11.21,11.86
27:05:2017,55839.137,15:30:39.137,-03,11.21,11.85
27:05:2017,55839.637,15:30:39.637,-03,11.47,11.86
27:05:2017,55840.137,15:30:40.137,-03,11.47,11.86
27:05:2017,55840.637,15:30:40.637,-03,11.79,11.87
27:05:2017,55841.137,15:30:41.137,-03,11.79,11.88
27:05:2017,55841.637,15:30:41.637,-03,10.66,11.86
27:05:2017,55842.137,15:30:42.137,-03,10.66,11.84
27:05:2017,55842.637,15:30:42.637,-03,10.44,11.81
27:05:2017,55843.137,15:30:43.137,-03,10.44,11.78
27:05:2017,55843.637,15:30:43.637,-03,10.73,11.75
27:05:2017,55844.137,15:30:44.137,-03,10.73,11.72
27:05:2017,55844.637,15:30:44.637,-03,11.53,11.69
27:05:2017,55845.137,15:30:45.137,-03,11.53,11.66
27:05:2017,55845.637,15:30:45.637,-03,11.10,11.62
27:05:2017,55846.137,15:30:46.137,-03,11.10,11.58
27:05:2017,55846.637,15:30:46.637,-03,10.26,11.53
27:05:2017,55847.138,15:30:47.138,-03,10.26,11.48
27:05:2017,55847.638,15:30:47.638,-03,10.77,11.45
27:05:2017,55848.138,15:30:48.138,-03,10.77,11.41
27:05:2017,55848.638,15:30:48.638,-03,10.99,11.38
27:05:2017,55849.138,15:30:49.138,-03,10.99,11.34
27:05:2017,55849.638,15:30:49.638,-03,10.32,11.29
27:05:2017,55850.138,15:30:50.138,-03,10.32,11.25
27:05:2017,55850.638,15:30:50.638,-03,9.25,11.19
27:05:2017,55851.138,15:30:51.138,-03,9.25,11.14
27:05:2017,55851.638,15:30:51.638,-03,8.77,11.08
27:05:2017,55852.138,15:30:52.138,-03,8.77,11.03
27:05:2017,55852.638,15:30:52.638,-03,9.55,11.00
27:05:2017,55853.138,15:30:53.138,-03,9.55,10.98
27:05:2017,55853.638,15:30:53.638,-03,9.52,10.95
27:05:2017,55854.138,15:30:54.138,-03,9.52,10.91
27:05:2017,55854.638,15:30:54.638,-03,10.72,10.90
27:05:2017,55855.138,15:30:55.138,-03,10.72,10.89
27:05:2017,55855.638,15:30:55.638,-03,10.18,10.87
27:05:2017,55856.138,15:30:56.138,-03,10.18,10.85
27:05:2017,55856.638,15:30:56.638,-03,10.02,10.82
27:05:2017,55857.138,15:30:57.138,-03,10.02,10.79
27:05:2017,55857.638,15:30:57.638,-03,10.37,10.76
27:05:2017,55858.138,15:30:58.138,-03,10.37,10.73
27:05:2017,55858.639,15:30:58.639,-03,11.48,10.73
27:05:2017,55859.139,15:30:59.139,-03,11.48,10.73
27:05:2017,55859.639,15:30:59.639,-03,11.84,10.75
27:05:2017,55860.139,15:31:00.139,-03,11.84,10.76
27:05:2017,55860.639,15:31:00.639,-03,13.50,10.80
27:05:2017,55861.139,15:31:01.139,-03,13.50,10.84
27:05:2017,55861.639,15:31:01.639,-03,13.96,10.89
27:05:2017,55862.139,15:31:02.139,-03,13.96,10.93
27:05:2017,55862.639,15:31:02.639,-03,13.12,10.95
27:05:2017,55863.139,15:31:03.139,-03,13.12,10.98
27:05:2017,55863.639,15:31:03.639,-03,13.08,11.00
27:05:2017,55864.139,15:31:04.139,-03,13.08,11.03
27:05:2017,55864.639,15:31:04.639,-03,12.67,11.06
27:05:2017,55865.139,15:31:05.139,-03,12.67,11.08
27:05:2017,55865.639,15:31:05.639,-03,11.92,11.09
27:05:2017,55866.139,15:31:06.139,-03,11.92,11.10
27:05:2017,55866.639,15:31:06.639,-03,11.58,11.12
27:05:2017,55867.139,15:31:07.139,-03,11.58,11.13
27:05:2017,55867.639,15:31:07.639,-03,11.26,11.13
27:05:2017,55868.139,15:31:08.139,-03,11.26,11.14
27:05:2017,55868.639,15:31:08.639,-03,10.60,11.12
27:05:2017,55869.139,15:31:09.139,-03,10.60,11.11
27:05:2017,55869.639,15:31:09.639,-03,10.26,11.09
27:05:2017,55870.139,15:31:10.139,-03,10.26,11.07
27:05:2017,55870.640,15:31:10.640,-03,10.21,11.05
27:05:2017,55871.140,15:31:11.140,-03,10.21,11.02
27:05:2017,55871.640,15:31:11.640,-03,10.02,11.01
27:05:2017,55872.140,15:31:12.140,-03,10.02,11.00
27:05:2017,55872.640,15:31:12.640,-03,10.13,11.00
27:05:2017,55873.140,15:31:13.140,-03,10.13,10.99
27:05:2017,55873.640,15:31:13.640,-03,10.44,10.99
27:05:2017,55874.140,15:31:14.140,-03,10.44,10.98
27:05:2017,55874.640,15:31:14.640,-03,10.31,10.96
27:05:2017,55875.140,15:31:15.140,-03,10.31,10.94
27:05:2017,55875.640,15:31:15.640,-03,9.77,10.92
27:05:2017,55876.140,15:31:16.140,-03,9.77,10.90
27:05:2017,55876.640,15:31:16.640,-03,10.00,10.89
27:05:2017,55877.140,15:31:17.140,-03,10.00,10.89
27:05:2017,55877.640,15:31:17.640,-03,9.54,10.87
27:05:2017,55878.140,15:31:18.140,-03,9.54,10.85
27:05:2017,55878.640,15:31:18.640,-03,9.47,10.82
27:05:2017,55879.140,15:31:19.140,-03,9.47,10.80
27:05:2017,55879.640,15:31:19.640,-03,9.92,10.79
27:05:2017,55880.140,15:31:20.140,-03,9.92,10.78
27:05:2017,55880.640,15:31:20.640,-03,9.19,10.78
27:05:2017,55881.140,15:31:21.140,-03,9.19,10.78
27:05:2017,55881.640,15:31:21.640,-03,10.12,10.80
27:05:2017,55882.141,15:31:22.141,-03,10.12,10.82
27:05:2017,55882.641,15:31:22.641,-03,9.87,10.83
27:05:2017,55883.141,15:31:23.141,-03,9.87,10.84
27:05:2017,55883.641,15:31:23.641,-03,9.70,10.84
27:05:2017,55884.141,15:31:24.141,-03,9.70,10.84
27:05:2017,55884.641,15:31:24.641,-03,8.92,10.81
27:05:2017,55885.141,15:31:25.141,-03,8.92,10.78
27:05:2017,55885.641,15:31:25.641,-03,9.36,10.77
27:05:2017,55886.141,15:31:26.141,-03,9.36,10.75
27:05:2017,55886.641,15:31:26.641,-03,9.57,10.75
27:05:2017,55887.141,15:31:27.141,-03,9.57,10.74
27:05:2017,55887.641,15:31:27.641,-03,10.11,10.73
27:05:2017,55888.141,15:31:28.141,-03,10.11,10.73
27:05:2017,55888.641,15:31:28.641,-03,9.95,10.70
27:05:2017,55889.141,15:31:29.141,-03,9.95,10.68
27:05:2017,55889.641,15:31:29.641,-03,9.53,10.64
27:05:2017,55890.141,15:31:30.141,-03,9.53,10.60
27:05:2017,55890.641,15:31:30.641,-03,8.84,10.52
27:05:2017,55891.141,15:31:31.141,-03,8.84,10.45
27:05:2017,55891.641,15:31:31.641,-03,8.95,10.36
27:05:2017,55892.141,15:31:32.141,-03,8.95,10.28
27:05:2017,55892.641,15:31:32.641,-03,9.31,10.22
27:05:2017,55893.141,15:31:33.141,-03,9.31,10.15
27:05:2017,55893.641,15:31:33.641,-03,9.04,10.09
27:05:2017,55894.142,15:31:34.142,-03,9.04,10.02
27:05:2017,55894.642,15:31:34.642,-03,8.77,9.95
27:05:2017,55895.142,15:31:35.142,-03,8.77,9.89
27:05:2017,55895.642,15:31:35.642,-03,10.00,9.86
27:05:2017,55896.142,15:31:36.142,-03,10.00,9.82
27:05:2017,55896.642,15:31:36.642,-03,8.92,9.78
27:05:2017,55897.142,15:31:37.142,-03,8.92,9.74
27:05:2017,55897.642,15:31:37.642,-03,9.19,9.70
27:05:2017,55898.142,15:31:38.142,-03,9.19,9.67
27:05:2017,55898.642,15:31:38.642,-03,8.88,9.64
27:05:2017,55899.142,15:31:39.142,-03,8.88,9.61
27:05:2017,55899.642,15:31:39.642,-03,9.38,9.60
27:05:2017,55900.142,15:31:40.142,-03,9.38,9.58
27:05:2017,55900.642,15:31:40.642,-03,9.35,9.57
27:05:2017,55901.142,15:31:41.142,-03,9.35,9.55
27:05:2017,55901.642,15:31:41.642,-03,10.56,9.56
27:05:2017,55902.142,15:31:42.142,-03,10.56,9.57
27:05:2017,55902.642,15:31:42.642,-03,10.94,9.58
