Boat,Race,Date,Secs,LocalTime,Zone,Event,Opt1,Opt2
JPN,17060211,02:06:2017,55971.742,15:32:51.742,-03,BeginEntry,,
JPN,17060211,02:06:2017,55975.236,15:32:55.236,-03,CompleteEntry,,
SWE,17060211,02:06:2017,55981.821,15:33:01.821,-03,BeginEntry,,
SWE,17060211,02:06:2017,55984.624,15:33:04.624,-03,CompleteEntry,,
,17060211,02:06:2017,56100.000,15:35:00.000,-03,RaceStarted,,
SWE,17060211,02:06:2017,56110.473,15:35:10.473,-03,BoatStarted,,
JPN,17060211,02:06:2017,56117.596,15:35:17.596,-03,BoatStarted,,
,17060211,02:06:2017,56131.481,15:35:31.481,-03,RaceChanged,,
SWE,17060211,02:06:2017,56146.700,15:35:46.700,-03,MarkRounding,1,
JPN,17060211,02:06:2017,56155.017,15:35:55.017,-03,MarkRounding,1,
SWE,17060211,02:06:2017,56259.316,15:37:39.316,-03,MarkRounding,2,
JPN,17060211,02:06:2017,56266.167,15:37:46.167,-03,MarkRounding,2,
SWE,17060211,02:06:2017,56535.200,15:42:15.200,-03,MarkRounding,3,
JPN,17060211,02:06:2017,56542.628,15:42:22.628,-03,MarkRounding,3,
,17060211,02:06:2017,56598.315,15:43:18.315,-03,RaceChanged,,
,17060211,02:06:2017,56608.235,15:43:28.235,-03,RaceChanged,,
PRO,0,02:06:2017,56639.866,15:43:59.866,-03,Message,AllGroups,WG 215
SWE,17060211,02:06:2017,56696.205,15:44:56.205,-03,MarkRounding,4,
JPN,17060211,02:06:2017,56704.793,15:45:04.793,-03,MarkRounding,4,
,17060211,02:06:2017,56710.124,15:45:10.124,-03,RaceChanged,,
,17060211,02:06:2017,56822.448,15:47:02.448,-03,RaceChanged,,
SWE,17060211,02:06:2017,57011.352,15:50:11.352,-03,MarkRounding,5,
JPN,17060211,02:06:2017,57026.261,15:50:26.261,-03,MarkRounding,5,
SWE,17060211,02:06:2017,57198.224,15:53:18.224,-03,MarkRounding,6,
JPN,17060211,02:06:2017,57215.985,15:53:35.985,-03,MarkRounding,6,
SWE,17060211,02:06:2017,57230.575,15:53:50.575,-03,CrossedFinish,,
SWE,17060211,02:06:2017,57230.575,15:53:50.575,-03,Finished,,
JPN,17060211,02:06:2017,57248.790,15:54:08.790,-03,CrossedFinish,,
JPN,17060211,02:06:2017,57248.790,15:54:08.790,-03,Finished,,
,17060211,02:06:2017,57252.926,15:54:12.926,-03,RaceTerminated,,
