Boat,Race,Date,Secs,LocalTime,Zone,Event,Opt1,Opt2
FRA,17060107,01:06:2017,57782.289,16:03:02.289,-03,BeginEntry,,
GBR,17060107,01:06:2017,57786.422,16:03:06.422,-03,BeginEntry,,
GBR,17060107,01:06:2017,57791.607,16:03:11.607,-03,CompleteEntry,,
FRA,17060107,01:06:2017,57792.504,16:03:12.504,-03,CompleteEntry,,
GBR,17060107,01:06:2017,57802.438,16:03:22.438,-03,YFlag,,
FRA,17060107,01:06:2017,57807.823,16:03:27.823,-03,Penalty44_2a,,
,17060107,01:06:2017,57900.000,16:05:00.000,-03,RaceStarted,,
FRA,17060107,01:06:2017,57922.416,16:05:22.416,-03,BoatStarted,,
GBR,17060107,01:06:2017,57937.422,16:05:37.422,-03,BoatStarted,,
FRA,17060107,01:06:2017,57961.275,16:06:01.275,-03,PenaltyCleared,,
,17060107,01:06:2017,57984.686,16:06:24.686,-03,RaceChanged,,
GBR,17060107,01:06:2017,57994.323,16:06:34.323,-03,MarkRounding,1,
FRA,17060107,01:06:2017,58004.235,16:06:44.235,-03,MarkRounding,1,
FRA,17060107,01:06:2017,58325.018,16:12:05.018,-03,MarkRounding,2,
GBR,17060107,01:06:2017,58338.902,16:12:18.902,-03,MarkRounding,2,
GBR,17060107,01:06:2017,58688.494,16:18:08.494,-03,MarkRounding,3,
FRA,17060107,01:06:2017,58688.820,16:18:08.820,-03,MarkRounding,3,
PRO,0,01:06:2017,58874.565,16:21:14.564,-03,Message,AllGroups,L5 F-WG
,17060107,01:06:2017,58880.917,16:21:20.917,-03,RaceChanged,,
PRO,0,01:06:2017,58885.524,16:21:25.524,-03,Message,AllGroups,WG -
,17060107,01:06:2017,58941.042,16:22:21.042,-03,RaceChanged,,
FRA,17060107,01:06:2017,58990.831,16:23:10.831,-03,MarkRounding,4,
GBR,17060107,01:06:2017,59005.930,16:23:25.930,-03,MarkRounding,4,
GBR,17060107,01:06:2017,59241.593,16:27:21.593,-03,YFlag,,
GBR,17060107,01:06:2017,59246.184,16:27:26.184,-03,NoPenalty,,
GBR,17060107,01:06:2017,59267.369,16:27:47.369,-03,CrossedFinish,,
GBR,17060107,01:06:2017,59267.369,16:27:47.369,-03,Finished,,
FRA,17060107,01:06:2017,59290.142,16:28:10.142,-03,CrossedFinish,,
FRA,17060107,01:06:2017,59290.142,16:28:10.142,-03,Finished,,
,17060107,01:06:2017,59300.326,16:28:20.326,-03,RaceTerminated,,
