Date,Secs,LocalTime,Zone,Instant,Average
29:05:2017,54061.759,15:01:01.759,-03,15.64,13.49
29:05:2017,54062.259,15:01:02.259,-03,14.34,13.51
29:05:2017,54062.759,15:01:02.759,-03,14.34,13.54
29:05:2017,54063.259,15:01:03.259,-03,15.85,13.57
29:05:2017,54063.759,15:01:03.759,-03,15.85,13.61
29:05:2017,54064.259,15:01:04.259,-03,13.22,13.60
29:05:2017,54064.759,15:01:04.759,-03,13.22,13.60
29:05:2017,54065.259,15:01:05.259,-03,14.67,13.62
29:05:2017,54065.759,15:01:05.759,-03,14.67,13.64
29:05:2017,54066.259,15:01:06.259,-03,13.28,13.66
29:05:2017,54066.759,15:01:06.759,-03,13.28,13.67
29:05:2017,54067.259,15:01:07.259,-03,14.22,13.73
29:05:2017,54067.759,15:01:07.759,-03,14.22,13.78
29:05:2017,54068.260,15:01:08.260,-03,13.73,13.81
29:05:2017,54068.760,15:01:08.760,-03,13.73,13.83
29:05:2017,54069.260,15:01:09.260,-03,14.40,13.88
29:05:2017,54069.760,15:01:09.760,-03,14.40,13.94
29:05:2017,54070.260,15:01:10.260,-03,12.42,13.97
29:05:2017,54070.760,15:01:10.760,-03,12.42,14.00
29:05:2017,54071.260,15:01:11.260,-03,12.38,14.01
29:05:2017,54071.760,15:01:11.760,-03,12.38,14.03
29:05:2017,54072.260,15:01:12.260,-03,13.58,14.09
29:05:2017,54072.760,15:01:12.760,-03,13.58,14.15
29:05:2017,54073.260,15:01:13.260,-03,11.59,14.15
29:05:2017,54073.760,15:01:13.760,-03,11.59,14.15
29:05:2017,54074.260,15:01:14.260,-03,14.00,14.22
29:05:2017,54074.760,15:01:14.760,-03,14.00,14.30
29:05:2017,54075.260,15:01:15.260,-03,12.19,14.30
29:05:2017,54075.760,15:01:15.760,-03,12.19,14.30
29:05:2017,54076.261,15:01:16.261,-03,11.90,14.28
29:05:2017,54076.761,15:01:16.761,-03,11.90,14.26
29:05:2017,54077.261,15:01:17.261,-03,11.18,14.21
29:05:2017,54077.761,15:01:17.761,-03,11.18,14.16
29:05:2017,54078.261,15:01:18.261,-03,12.50,14.14
29:05:2017,54078.761,15:01:18.761,-03,12.50,14.11
29:05:2017,54079.261,15:01:19.261,-03,10.77,14.11
29:05:2017,54079.761,15:01:19.761,-03,10.77,14.12
29:05:2017,54080.261,15:01:20.261,-03,11.62,14.09
29:05:2017,54080.761,15:01:20.761,-03,11.62,14.07
29:05:2017,54081.261,15:01:21.261,-03,12.14,14.04
