Date,Secs,LocalTime,Zone,Instant,Average
28:05:2017,52318.184,14:31:58.184,-03,8.11,9.85
28:05:2017,52318.684,14:31:58.684,-03,8.11,9.82
28:05:2017,52319.184,14:31:59.184,-03,8.32,9.78
28:05:2017,52319.684,14:31:59.684,-03,8.32,9.74
28:05:2017,52320.184,14:32:00.184,-03,8.29,9.70
28:05:2017,52320.684,14:32:00.684,-03,8.29,9.66
28:05:2017,52321.184,14:32:01.184,-03,9.15,9.66
28:05:2017,52321.684,14:32:01.684,-03,9.15,9.65
28:05:2017,52322.184,14:32:02.184,-03,9.13,9.64
28:05:2017,52322.684,14:32:02.684,-03,9.13,9.63
28:05:2017,52323.184,14:32:03.184,-03,8.22,9.62
28:05:2017,52323.684,14:32:03.684,-03,8.22,9.61
28:05:2017,52324.184,14:32:04.184,-03,9.92,9.64
28:05:2017,52324.684,14:32:04.684,-03,9.92,9.67
28:05:2017,52325.184,14:32:05.184,-03,7.30,9.63
28:05:2017,52325.684,14:32:05.684,-03,7.30,9.59
28:05:2017,52326.184,14:32:06.184,-03,8.02,9.56
28:05:2017,52326.684,14:32:06.684,-03,8.02,9.53
28:05:2017,52327.184,14:32:07.184,-03,8.18,9.50
28:05:2017,52327.684,14:32:07.684,-03,8.18,9.47
28:05:2017,52328.185,14:32:08.185,-03,8.65,9.46
28:05:2017,52328.685,14:32:08.685,-03,8.65,9.45
28:05:2017,52329.185,14:32:09.185,-03,8.85,9.43
28:05:2017,52329.685,14:32:09.685,-03,8.85,9.40
28:05:2017,52330.185,14:32:10.185,-03,8.43,9.39
28:05:2017,52330.685,14:32:10.685,-03,8.43,9.38
28:05:2017,52331.185,14:32:11.185,-03,8.24,9.33
28:05:2017,52331.685,14:32:11.685,-03,8.24,9.28
28:05:2017,52332.185,14:32:12.185,-03,8.57,9.23
28:05:2017,52332.685,14:32:12.685,-03,8.57,9.19
28:05:2017,52333.185,14:32:13.185,-03,8.99,9.16
28:05:2017,52333.685,14:32:13.685,-03,8.99,9.12
28:05:2017,52334.185,14:32:14.185,-03,8.02,9.07
28:05:2017,52334.685,14:32:14.685,-03,8.02,9.01
28:05:2017,52335.185,14:32:15.185,-03,8.37,8.98
