Date,Secs,LocalTime,Zone,Instant,Average
30:05:2017,54065.734,15:01:05.734,-03,10.97,12.08
30:05:2017,54066.234,15:01:06.234,-03,10.97,12.08
30:05:2017,54066.734,15:01:06.734,-03,11.75,12.08
30:05:2017,54067.234,15:01:07.234,-03,11.75,12.08
30:05:2017,54067.734,15:01:07.734,-03,12.41,12.09
30:05:2017,54068.234,15:01:08.234,-03,12.41,12.10
30:05:2017,54068.734,15:01:08.734,-03,12.33,12.11
30:05:2017,54069.234,15:01:09.234,-03,12.33,12.15
30:05:2017,54069.734,15:01:09.734,-03,11.28,12.17
30:05:2017,54070.234,15:01:10.234,-03,11.28,12.17
30:05:2017,54070.734,15:01:10.734,-03,11.59,12.17
30:05:2017,54071.234,15:01:11.234,-03,11.59,12.18
30:05:2017,54071.734,15:01:11.734,-03,10.99,12.18
30:05:2017,54072.234,15:01:12.234,-03,10.99,12.17
30:05:2017,54072.734,15:01:12.734,-03,12.67,12.18
30:05:2017,54073.234,15:01:13.234,-03,12.67,12.20
30:05:2017,54073.734,15:01:13.734,-03,11.79,12.21
30:05:2017,54074.234,15:01:14.234,-03,11.79,12.20
30:05:2017,54074.734,15:01:14.734,-03,12.35,12.21
30:05:2017,54075.234,15:01:15.234,-03,12.35,12.19
30:05:2017,54075.734,15:01:15.734,-03,12.43,12.16
30:05:2017,54076.234,15:01:16.234,-03,12.43,12.14
30:05:2017,54076.734,15:01:16.734,-03,12.18,12.11
30:05:2017,54077.234,15:01:17.234,-03,12.18,12.09
30:05:2017,54077.734,15:01:17.734,-03,12.51,12.08
30:05:2017,54078.234,15:01:18.234,-03,12.51,12.07
30:05:2017,54078.734,15:01:18.734,-03,12.24,12.06
30:05:2017,54079.234,15:01:19.234,-03,12.24,12.05
30:05:2017,54079.734,15:01:19.734,-03,11.82,12.03
30:05:2017,54080.234,15:01:20.234,-03,11.82,12.05
30:05:2017,54080.734,15:01:20.734,-03,11.81,12.07
30:05:2017,54081.234,15:01:21.234,-03,11.81,12.11
30:05:2017,54081.734,15:01:21.734,-03,10.99,12.13
30:05:2017,54082.234,15:01:22.234,-03,10.99,12.12
30:05:2017,54082.734,15:01:22.734,-03,11.23,12.11
30:05:2017,54083.234,15:01:23.234,-03,11.23,12.11
30:05:2017,54083.734,15:01:23.734,-03,11.43,12.11
30:05:2017,54084.234,15:01:24.234,-03,11.43,12.10
30:05:2017,54084.734,15:01:24.734,-03,10.98,12.08
30:05:2017,54085.234,15:01:25.234,-03,10.98,12.07
30:05:2017,54085.734,15:01:25.734,-03,10.80,12.06
30:05:2017,54086.234,15:01:26.234,-03,10.80,12.05
30:05:2017,54086.734,15:01:26.734,-03,10.95,12.04
30:05:2017,54087.234,15:01:27.234,-03,10.95,12.00
30:05:2017,54087.734,15:01:27.734,-03,10.61,11.95
30:05:2017,54088.234,15:01:28.234,-03,10.61,11.89
30:05:2017,54088.734,15:01:28.734,-03,11.21,11.84
30:05:2017,54089.234,15:01:29.234,-03,11.21,11.80
30:05:2017,54089.734,15:01:29.734,-03,10.69,11.76
30:05:2017,54090.233,15:01:30.233,-03,10.69,11.71
30:05:2017,54090.733,15:01:30.733,-03,10.38,11.65
30:05:2017,54091.233,15:01:31.233,-03,10.38,11.62
30:05:2017,54091.733,15:01:31.733,-03,11.41,11.61
30:05:2017,54092.233,15:01:32.233,-03,11.41,11.59
30:05:2017,54092.733,15:01:32.733,-03,11.16,11.56
30:05:2017,54093.233,15:01:33.233,-03,11.16,11.56
30:05:2017,54093.733,15:01:33.733,-03,10.52,11.55
30:05:2017,54094.233,15:01:34.233,-03,10.52,11.52
30:05:2017,54094.733,15:01:34.733,-03,10.02,11.48
30:05:2017,54095.233,15:01:35.233,-03,10.02,11.45
30:05:2017,54095.733,15:01:35.733,-03,8.98,11.41
30:05:2017,54096.233,15:01:36.233,-03,8.98,11.38
30:05:2017,54096.733,15:01:36.733,-03,9.64,11.36
30:05:2017,54097.233,15:01:37.233,-03,9.64,11.32
30:05:2017,54097.733,15:01:37.733,-03,8.53,11.27
30:05:2017,54098.233,15:01:38.233,-03,8.53,11.20
