Date,Secs,LocalTime,Zone,Instant,Average
28:05:2017,57607.116,16:00:07.116,-03,10.10,12.29
28:05:2017,57607.616,16:00:07.616,-03,10.10,12.25
28:05:2017,57608.116,16:00:08.116,-03,10.93,12.23
28:05:2017,57608.616,16:00:08.616,-03,10.93,12.21
28:05:2017,57609.116,16:00:09.116,-03,9.73,12.17
28:05:2017,57609.616,16:00:09.616,-03,9.73,12.15
28:05:2017,57610.116,16:00:10.116,-03,10.50,12.13
28:05:2017,57610.616,16:00:10.616,-03,10.50,12.11
28:05:2017,57611.116,16:00:11.116,-03,10.11,12.08
28:05:2017,57611.616,16:00:11.616,-03,10.11,12.05
28:05:2017,57612.116,16:00:12.116,-03,9.59,12.01
28:05:2017,57612.616,16:00:12.616,-03,9.59,11.96
28:05:2017,57613.116,16:00:13.116,-03,9.83,11.91
28:05:2017,57613.616,16:00:13.616,-03,9.83,11.86
28:05:2017,57614.116,16:00:14.116,-03,9.78,11.82
28:05:2017,57614.616,16:00:14.616,-03,9.78,11.75
28:05:2017,57615.116,16:00:15.116,-03,9.71,11.68
28:05:2017,57615.616,16:00:15.616,-03,9.71,11.60
28:05:2017,57616.116,16:00:16.116,-03,10.11,11.53
28:05:2017,57616.616,16:00:16.616,-03,10.11,11.46
28:05:2017,57617.116,16:00:17.116,-03,9.33,11.38
28:05:2017,57617.617,16:00:17.617,-03,9.33,11.31
28:05:2017,57618.117,16:00:18.117,-03,9.30,11.24
28:05:2017,57618.617,16:00:18.617,-03,9.30,11.16
28:05:2017,57619.117,16:00:19.117,-03,9.25,11.08
28:05:2017,57619.617,16:00:19.617,-03,9.25,11.00
28:05:2017,57620.117,16:00:20.117,-03,8.86,10.91
28:05:2017,57620.617,16:00:20.617,-03,8.86,10.83
28:05:2017,57621.117,16:00:21.117,-03,9.03,10.76
28:05:2017,57621.617,16:00:21.617,-03,9.03,10.68
28:05:2017,57622.117,16:00:22.117,-03,9.22,10.61
28:05:2017,57622.617,16:00:22.617,-03,9.22,10.54
28:05:2017,57623.117,16:00:23.117,-03,9.16,10.47
28:05:2017,57623.617,16:00:23.617,-03,9.16,10.41
28:05:2017,57624.117,16:00:24.117,-03,9.84,10.36
28:05:2017,57624.617,16:00:24.617,-03,9.84,10.31
28:05:2017,57625.117,16:00:25.117,-03,11.13,10.29
