Date,Secs,LocalTime,Zone,Instant,Average
28:05:2017,55806.469,15:30:06.469,-03,10.09,9.90
28:05:2017,55806.969,15:30:06.969,-03,10.40,9.92
28:05:2017,55807.469,15:30:07.469,-03,10.40,9.94
28:05:2017,55807.969,15:30:07.969,-03,10.69,9.92
28:05:2017,55808.469,15:30:08.469,-03,10.69,9.91
28:05:2017,55808.969,15:30:08.969,-03,10.75,9.93
28:05:2017,55809.469,15:30:09.469,-03,10.75,9.95
28:05:2017,55809.969,15:30:09.969,-03,10.41,9.94
28:05:2017,55810.469,15:30:10.469,-03,10.41,9.93
28:05:2017,55810.969,15:30:10.969,-03,10.66,9.94
28:05:2017,55811.469,15:30:11.469,-03,10.66,9.95
28:05:2017,55811.969,15:30:11.969,-03,10.77,9.95
28:05:2017,55812.469,15:30:12.469,-03,10.77,9.96
28:05:2017,55812.969,15:30:12.969,-03,10.53,9.97
28:05:2017,55813.469,15:30:13.469,-03,10.53,9.97
28:05:2017,55813.969,15:30:13.969,-03,10.26,9.98
28:05:2017,55814.469,15:30:14.469,-03,10.26,9.99
28:05:2017,55814.969,15:30:14.969,-03,10.55,10.00
28:05:2017,55815.469,15:30:15.469,-03,10.55,10.01
28:05:2017,55815.969,15:30:15.969,-03,10.38,10.02
28:05:2017,55816.469,15:30:16.469,-03,10.38,10.03
28:05:2017,55816.970,15:30:16.970,-03,10.41,10.05
28:05:2017,55817.470,15:30:17.470,-03,10.41,10.07
28:05:2017,55817.970,15:30:17.970,-03,10.73,10.09
28:05:2017,55818.470,15:30:18.470,-03,10.73,10.12
28:05:2017,55818.970,15:30:18.970,-03,9.84,10.15
28:05:2017,55819.470,15:30:19.470,-03,9.84,10.17
28:05:2017,55819.970,15:30:19.970,-03,9.80,10.21
28:05:2017,55820.470,15:30:20.470,-03,9.80,10.25
28:05:2017,55820.970,15:30:20.970,-03,10.14,10.28
28:05:2017,55821.470,15:30:21.470,-03,10.14,10.30
28:05:2017,55821.970,15:30:21.970,-03,9.57,10.31
28:05:2017,55822.470,15:30:22.470,-03,9.57,10.32
28:05:2017,55822.970,15:30:22.970,-03,10.62,10.35
28:05:2017,55823.470,15:30:23.470,-03,10.62,10.37
28:05:2017,55823.970,15:30:23.970,-03,9.72,10.38
28:05:2017,55824.470,15:30:24.470,-03,9.72,10.38
28:05:2017,55824.970,15:30:24.970,-03,10.79,10.40
28:05:2017,55825.470,15:30:25.470,-03,10.79,10.41
28:05:2017,55825.970,15:30:25.970,-03,10.99,10.42
28:05:2017,55826.470,15:30:26.470,-03,10.99,10.43
28:05:2017,55826.970,15:30:26.970,-03,11.29,10.44
28:05:2017,55827.470,15:30:27.470,-03,11.29,10.45
28:05:2017,55827.970,15:30:27.970,-03,10.71,10.45
28:05:2017,55828.470,15:30:28.470,-03,10.71,10.46
28:05:2017,55828.971,15:30:28.971,-03,10.89,10.47
28:05:2017,55829.471,15:30:29.471,-03,10.89,10.48
28:05:2017,55829.971,15:30:29.971,-03,11.71,10.50
28:05:2017,55830.471,15:30:30.471,-03,11.71,10.52
28:05:2017,55830.971,15:30:30.971,-03,11.96,10.55
28:05:2017,55831.471,15:30:31.471,-03,11.96,10.58
28:05:2017,55831.971,15:30:31.971,-03,11.51,10.59
28:05:2017,55832.471,15:30:32.471,-03,11.51,10.61
28:05:2017,55832.971,15:30:32.971,-03,11.55,10.63
28:05:2017,55833.471,15:30:33.471,-03,11.55,10.64
28:05:2017,55833.973,15:30:33.973,-03,11.05,10.64
28:05:2017,55834.471,15:30:34.471,-03,11.05,10.64
28:05:2017,55834.971,15:30:34.971,-03,11.31,10.65
28:05:2017,55835.471,15:30:35.471,-03,11.31,10.67
28:05:2017,55835.971,15:30:35.971,-03,10.86,10.68
28:05:2017,55836.471,15:30:36.471,-03,10.86,10.69
28:05:2017,55836.971,15:30:36.971,-03,10.87,10.70
28:05:2017,55837.471,15:30:37.471,-03,10.87,10.71
28:05:2017,55837.971,15:30:37.971,-03,10.34,10.70
28:05:2017,55838.471,15:30:38.471,-03,10.34,10.70
28:05:2017,55838.971,15:30:38.971,-03,9.92,10.68
28:05:2017,55839.471,15:30:39.471,-03,9.92,10.67
28:05:2017,55839.971,15:30:39.971,-03,10.67,10.67
28:05:2017,55840.471,15:30:40.471,-03,10.67,10.68
28:05:2017,55840.971,15:30:40.971,-03,11.54,10.69
28:05:2017,55841.472,15:30:41.472,-03,11.54,10.71
28:05:2017,55841.972,15:30:41.972,-03,10.35,10.70
28:05:2017,55842.472,15:30:42.472,-03,10.35,10.69
28:05:2017,55842.972,15:30:42.972,-03,11.65,10.71
28:05:2017,55843.472,15:30:43.472,-03,11.65,10.73
28:05:2017,55843.972,15:30:43.972,-03,10.38,10.73
28:05:2017,55844.472,15:30:44.472,-03,10.38,10.74
28:05:2017,55844.972,15:30:44.972,-03,10.97,10.74
28:05:2017,55845.472,15:30:45.472,-03,10.97,10.75
28:05:2017,55845.972,15:30:45.972,-03,9.97,10.74
28:05:2017,55846.472,15:30:46.472,-03,9.97,10.74
28:05:2017,55846.972,15:30:46.972,-03,11.19,10.75
28:05:2017,55847.472,15:30:47.472,-03,11.19,10.76
28:05:2017,55847.972,15:30:47.972,-03,9.86,10.75
28:05:2017,55848.472,15:30:48.472,-03,9.86,10.73
28:05:2017,55848.972,15:30:48.972,-03,11.05,10.75
28:05:2017,55849.472,15:30:49.472,-03,11.05,10.77
28:05:2017,55849.972,15:30:49.972,-03,9.92,10.78
28:05:2017,55850.472,15:30:50.472,-03,9.92,10.78
28:05:2017,55850.972,15:30:50.972,-03,10.62,10.79
28:05:2017,55851.472,15:30:51.472,-03,10.62,10.79
28:05:2017,55851.972,15:30:51.972,-03,10.84,10.82
28:05:2017,55852.472,15:30:52.472,-03,10.84,10.84
28:05:2017,55852.972,15:30:52.972,-03,11.24,10.85
28:05:2017,55853.473,15:30:53.473,-03,11.24,10.86
