Boat,Race,Date,Secs,LocalTime,Zone,Event,Opt1,Opt2
,17052808,28:05:2017,52476.633,14:34:36.633,-03,RaceChanged,,
USA,17052808,28:05:2017,52491.458,14:34:51.458,-03,BeginEntry,,
USA,17052808,28:05:2017,52493.892,14:34:53.892,-03,CompleteEntry,,
GBR,17052808,28:05:2017,52505.441,14:35:05.441,-03,BeginEntry,,
GBR,17052808,28:05:2017,52508.427,14:35:08.427,-03,CompleteEntry,,
,17052808,28:05:2017,52620.000,14:37:00.000,-03,RaceStarted,,
GBR,17052808,28:05:2017,52631.477,14:37:11.477,-03,BoatStarted,,
USA,17052808,28:05:2017,52645.331,14:37:25.331,-03,BoatStarted,,
,17052808,28:05:2017,52678.239,14:37:58.239,-03,RaceChanged,,
GBR,17052808,28:05:2017,52687.942,14:38:07.942,-03,MarkRounding,1,
USA,17052808,28:05:2017,52696.442,14:38:16.442,-03,MarkRounding,1,
GBR,17052808,28:05:2017,52765.542,14:39:25.542,-03,MarkRounding,2,
USA,17052808,28:05:2017,52772.176,14:39:32.176,-03,MarkRounding,2,
USA,17052808,28:05:2017,53006.806,14:43:26.806,-03,MarkRounding,3,
GBR,17052808,28:05:2017,53015.452,14:43:35.452,-03,MarkRounding,3,
,17052808,28:05:2017,53062.895,14:44:22.895,-03,RaceChanged,,
PRO,0,28:05:2017,53064.131,14:44:24.131,-03,Message,AllGroups,WG +
USA,17052808,28:05:2017,53144.500,14:45:44.500,-03,MarkRounding,4,
GBR,17052808,28:05:2017,53176.994,14:46:16.994,-03,MarkRounding,4,
,17052808,28:05:2017,53226.120,14:47:06.120,-03,RaceChanged,,
USA,17052808,28:05:2017,53403.890,14:50:03.890,-03,MarkRounding,5,
GBR,17052808,28:05:2017,53436.182,14:50:36.182,-03,MarkRounding,5,
USA,17052808,28:05:2017,53559.339,14:52:39.339,-03,MarkRounding,6,
GBR,17052808,28:05:2017,53594.014,14:53:14.014,-03,MarkRounding,6,
USA,17052808,28:05:2017,53627.239,14:53:47.239,-03,CrossedFinish,,
USA,17052808,28:05:2017,53627.239,14:53:47.239,-03,Finished,,
GBR,17052808,28:05:2017,53665.939,14:54:25.939,-03,CrossedFinish,,
GBR,17052808,28:05:2017,53665.939,14:54:25.939,-03,Finished,,
,17052808,28:05:2017,53669.410,14:54:29.410,-03,RaceTerminated,,
