Boat,Race,Date,Secs,LocalTime,Zone,Event,Opt1,Opt2
SWE,17052807,28:05:2017,50750.451,14:05:50.451,-03,BeginEntry,,
SWE,17052807,28:05:2017,50760.481,14:06:00.481,-03,CompleteEntry,,
FRA,17052807,28:05:2017,50764.357,14:06:04.357,-03,BeginEntry,,
FRA,17052807,28:05:2017,50767.118,14:06:07.118,-03,CompleteEntry,,
FRA,17052807,28:05:2017,50863.724,14:07:43.724,-03,YFlag,,
FRA,17052807,28:05:2017,50870.528,14:07:50.528,-03,NoPenalty,,
,17052807,28:05:2017,50880.000,14:08:00.000,-03,RaceStarted,,
FRA,17052807,28:05:2017,50893.416,14:08:13.416,-03,BoatStarted,,
SWE,17052807,28:05:2017,50895.290,14:08:15.290,-03,BoatStarted,,
,17052807,28:05:2017,50928.644,14:08:48.644,-03,RaceChanged,,
FRA,17052807,28:05:2017,50936.179,14:08:56.179,-03,MarkRounding,1,
SWE,17052807,28:05:2017,50938.703,14:08:58.703,-03,MarkRounding,1,
SWE,17052807,28:05:2017,51021.298,14:10:21.298,-03,MarkRounding,2,
FRA,17052807,28:05:2017,51032.935,14:10:32.935,-03,MarkRounding,2,
FRA,17052807,28:05:2017,51337.177,14:15:37.177,-03,MarkRounding,3,
SWE,17052807,28:05:2017,51358.971,14:15:58.971,-03,MarkRounding,3,
GBR,0,28:05:2017,51426.819,14:17:06.819,-03,YFlag,,
,17052807,28:05:2017,51435.177,14:17:15.177,-03,RaceChanged,,
PRO,0,28:05:2017,51437.082,14:17:17.082,-03,Message,AllGroups,WG -
GBR,0,28:05:2017,51443.160,14:17:23.160,-03,YFlag,,
GBR,0,28:05:2017,51459.686,14:17:39.686,-03,YFlag,,
GBR,0,28:05:2017,51464.696,14:17:44.696,-03,YFlag,,
GBR,0,28:05:2017,51480.529,14:18:00.529,-03,YFlag,,
GBR,0,28:05:2017,51497.764,14:18:17.764,-03,YFlag,,
FRA,17052807,28:05:2017,51518.791,14:18:38.791,-03,MarkRounding,4,
SWE,17052807,28:05:2017,51537.530,14:18:57.530,-03,MarkRounding,4,
,17052807,28:05:2017,51639.503,14:20:39.503,-03,RaceChanged,,
GBR,0,28:05:2017,51684.599,14:21:24.599,-03,YFlag,,
GBR,0,28:05:2017,51696.825,14:21:36.825,-03,YFlag,,
FRA,17052807,28:05:2017,51797.729,14:23:17.729,-03,MarkRounding,5,
SWE,17052807,28:05:2017,51815.677,14:23:35.677,-03,MarkRounding,5,
FRA,17052807,28:05:2017,51956.791,14:25:56.791,-03,MarkRounding,6,
SWE,17052807,28:05:2017,51960.669,14:26:00.669,-03,MarkRounding,6,
FRA,17052807,28:05:2017,52025.435,14:27:05.435,-03,CrossedFinish,,
FRA,17052807,28:05:2017,52025.435,14:27:05.435,-03,Finished,,
SWE,17052807,28:05:2017,52028.674,14:27:08.674,-03,CrossedFinish,,
SWE,17052807,28:05:2017,52028.674,14:27:08.674,-03,Finished,,
