Date,Secs,LocalTime,Zone,Instant,Average
28:05:2017,50702.552,14:05:02.552,-03,9.54,10.38
28:05:2017,50703.052,14:05:03.052,-03,9.54,10.37
28:05:2017,50703.552,14:05:03.552,-03,12.04,10.41
28:05:2017,50704.052,14:05:04.052,-03,12.04,10.45
28:05:2017,50704.552,14:05:04.552,-03,9.25,10.45
28:05:2017,50705.052,14:05:05.052,-03,9.25,10.44
28:05:2017,50705.552,14:05:05.552,-03,12.86,10.49
28:05:2017,50706.052,14:05:06.052,-03,12.86,10.54
28:05:2017,50706.552,14:05:06.552,-03,8.65,10.51
28:05:2017,50707.052,14:05:07.052,-03,8.65,10.49
28:05:2017,50707.552,14:05:07.552,-03,11.63,10.52
28:05:2017,50708.052,14:05:08.052,-03,11.63,10.54
28:05:2017,50708.552,14:05:08.552,-03,9.26,10.55
28:05:2017,50709.052,14:05:09.052,-03,9.26,10.55
28:05:2017,50709.552,14:05:09.552,-03,9.78,10.56
28:05:2017,50710.052,14:05:10.052,-03,9.78,10.56
28:05:2017,50710.552,14:05:10.552,-03,9.68,10.59
28:05:2017,50711.052,14:05:11.052,-03,9.68,10.62
28:05:2017,50711.552,14:05:11.552,-03,8.58,10.60
28:05:2017,50712.052,14:05:12.052,-03,8.58,10.59
28:05:2017,50712.552,14:05:12.552,-03,9.55,10.60
28:05:2017,50713.052,14:05:13.052,-03,9.55,10.62
28:05:2017,50713.552,14:05:13.552,-03,10.00,10.63
28:05:2017,50714.053,14:05:14.053,-03,10.00,10.65
28:05:2017,50714.553,14:05:14.553,-03,10.91,10.67
28:05:2017,50715.053,14:05:15.053,-03,10.91,10.69
28:05:2017,50715.553,14:05:15.553,-03,11.32,10.72
28:05:2017,50716.053,14:05:16.053,-03,11.32,10.75
28:05:2017,50716.553,14:05:16.553,-03,11.10,10.78
28:05:2017,50717.053,14:05:17.053,-03,11.10,10.82
28:05:2017,50717.553,14:05:17.553,-03,12.16,10.83
28:05:2017,50718.053,14:05:18.053,-03,12.16,10.84
28:05:2017,50718.553,14:05:18.553,-03,11.45,10.82
28:05:2017,50719.053,14:05:19.053,-03,11.45,10.79
28:05:2017,50719.553,14:05:19.553,-03,11.17,10.78
28:05:2017,50720.053,14:05:20.053,-03,11.17,10.76
28:05:2017,50720.553,14:05:20.553,-03,10.70,10.72
28:05:2017,50721.053,14:05:21.053,-03,10.70,10.68
28:05:2017,50721.553,14:05:21.553,-03,10.06,10.66
28:05:2017,50722.053,14:05:22.053,-03,10.06,10.63
28:05:2017,50722.553,14:05:22.553,-03,10.40,10.60
28:05:2017,50723.053,14:05:23.053,-03,10.40,10.58
28:05:2017,50723.553,14:05:23.553,-03,11.36,10.58
28:05:2017,50724.053,14:05:24.053,-03,11.36,10.58
28:05:2017,50724.553,14:05:24.553,-03,12.30,10.60
28:05:2017,50725.053,14:05:25.053,-03,12.30,10.63
28:05:2017,50725.553,14:05:25.553,-03,12.59,10.65
28:05:2017,50726.053,14:05:26.053,-03,12.59,10.68
28:05:2017,50726.554,14:05:26.554,-03,11.83,10.70
28:05:2017,50727.054,14:05:27.054,-03,11.83,10.71
28:05:2017,50727.554,14:05:27.554,-03,12.17,10.75
28:05:2017,50728.054,14:05:28.054,-03,12.17,10.78
28:05:2017,50728.554,14:05:28.554,-03,12.12,10.80
28:05:2017,50729.054,14:05:29.054,-03,12.12,10.81
28:05:2017,50729.554,14:05:29.554,-03,11.50,10.83
28:05:2017,50730.054,14:05:30.054,-03,11.50,10.84
28:05:2017,50730.554,14:05:30.554,-03,11.94,10.88
28:05:2017,50731.054,14:05:31.054,-03,11.94,10.91
28:05:2017,50731.554,14:05:31.554,-03,11.59,10.91
28:05:2017,50732.054,14:05:32.054,-03,11.59,10.92
28:05:2017,50732.554,14:05:32.554,-03,11.99,10.96
28:05:2017,50733.054,14:05:33.054,-03,11.99,11.00
28:05:2017,50733.554,14:05:33.554,-03,11.24,10.98
28:05:2017,50734.054,14:05:34.054,-03,11.24,10.97
28:05:2017,50734.554,14:05:34.554,-03,10.76,11.00
28:05:2017,50735.054,14:05:35.054,-03,10.76,11.02
28:05:2017,50735.554,14:05:35.554,-03,12.63,11.02
28:05:2017,50736.054,14:05:36.054,-03,12.63,11.01
28:05:2017,50736.554,14:05:36.554,-03,10.98,11.05
28:05:2017,50737.054,14:05:37.054,-03,10.98,11.09
28:05:2017,50737.554,14:05:37.554,-03,12.21,11.10
28:05:2017,50738.054,14:05:38.054,-03,12.21,11.11
28:05:2017,50738.555,14:05:38.555,-03,10.77,11.14
28:05:2017,50739.055,14:05:39.055,-03,10.77,11.16
28:05:2017,50739.555,14:05:39.555,-03,11.83,11.20
28:05:2017,50740.055,14:05:40.055,-03,11.83,11.23
28:05:2017,50740.555,14:05:40.555,-03,11.65,11.26
28:05:2017,50741.055,14:05:41.055,-03,11.65,11.30
28:05:2017,50741.555,14:05:41.555,-03,11.16,11.34
28:05:2017,50742.055,14:05:42.055,-03,11.16,11.38
28:05:2017,50742.555,14:05:42.555,-03,12.47,11.43
28:05:2017,50743.055,14:05:43.055,-03,12.47,11.48
28:05:2017,50743.555,14:05:43.555,-03,11.68,11.51
28:05:2017,50744.055,14:05:44.055,-03,11.68,11.54
28:05:2017,50744.555,14:05:44.555,-03,11.51,11.55
28:05:2017,50745.055,14:05:45.055,-03,11.51,11.55
28:05:2017,50745.555,14:05:45.555,-03,11.35,11.56
28:05:2017,50746.055,14:05:46.055,-03,11.35,11.56
28:05:2017,50746.555,14:05:46.555,-03,11.52,11.56
28:05:2017,50747.055,14:05:47.055,-03,11.52,11.57
28:05:2017,50747.555,14:05:47.555,-03,11.51,11.56
28:05:2017,50748.055,14:05:48.055,-03,11.51,11.55
28:05:2017,50748.555,14:05:48.555,-03,10.64,11.54
28:05:2017,50749.055,14:05:49.055,-03,10.64,11.52
28:05:2017,50749.555,14:05:49.555,-03,11.22,11.52
28:05:2017,50750.055,14:05:50.055,-03,11.22,11.52
28:05:2017,50750.555,14:05:50.555,-03,10.58,11.52
28:05:2017,50751.056,14:05:51.056,-03,10.58,11.52
