Boat,Race,Date,Secs,LocalTime,Zone,Event,Opt1,Opt2
PRO,0,27:05:2017,55807.605,15:30:07.605,-03,Message,AllGroups,SWE stbd
PRO,0,27:05:2017,55819.856,15:30:19.856,-03,Message,AllGroups,Course 5-MP
PRO,0,27:05:2017,55824.241,15:30:24.241,-03,Message,AllGroups,Axis 250
PRO,0,27:05:2017,55831.024,15:30:31.024,-03,Message,AllGroups,Length 1.25nm
GBR,17052704,27:05:2017,55971.738,15:32:51.738,-03,BeginEntry,,
GBR,17052704,27:05:2017,55975.104,15:32:55.104,-03,CompleteEntry,,
SWE,17052704,27:05:2017,55983.762,15:33:03.762,-03,BeginEntry,,
SWE,17052704,27:05:2017,55985.474,15:33:05.474,-03,CompleteEntry,,
,17052704,27:05:2017,56100.000,15:35:00.000,-03,RaceStarted,,
GBR,17052704,27:05:2017,56100.455,15:35:00.455,-03,BoatStarted,,
SWE,17052704,27:05:2017,56101.023,15:35:01.023,-03,BoatStarted,,
,17052704,27:05:2017,56132.476,15:35:32.476,-03,RaceChanged,,
GBR,17052704,27:05:2017,56141.360,15:35:41.360,-03,MarkRounding,1,
SWE,17052704,27:05:2017,56144.846,15:35:44.846,-03,MarkRounding,1,
GBR,17052704,27:05:2017,56216.935,15:36:56.935,-03,MarkRounding,2,
SWE,17052704,27:05:2017,56225.813,15:37:05.813,-03,MarkRounding,2,
GBR,17052704,27:05:2017,56511.432,15:41:51.432,-03,MarkRounding,3,
SWE,17052704,27:05:2017,56527.147,15:42:07.147,-03,MarkRounding,3,
GBR,17052704,27:05:2017,56684.451,15:44:44.451,-03,MarkRounding,4,
SWE,17052704,27:05:2017,56703.354,15:45:03.354,-03,MarkRounding,4,
,17052704,27:05:2017,56947.973,15:49:07.973,-03,RaceChanged,,
GBR,17052704,27:05:2017,56977.589,15:49:37.589,-03,MarkRounding,5,
SWE,17052704,27:05:2017,56994.450,15:49:54.450,-03,MarkRounding,5,
GBR,17052704,27:05:2017,57092.226,15:51:32.226,-03,MarkRounding,6,
SWE,17052704,27:05:2017,57096.836,15:51:36.836,-03,MarkRounding,6,
GBR,17052704,27:05:2017,57183.389,15:53:03.389,-03,CrossedFinish,,
SWE,17052704,27:05:2017,57194.046,15:53:14.046,-03,CrossedFinish,,
,17052704,27:05:2017,57208.784,15:53:28.784,-03,RaceTerminated,,
GBR,0,27:05:2017,57183.389,15:53:03.389,-03,Finished,,
SWE,0,27:05:2017,57194.046,15:53:14.046,-03,Finished,,
