Boat,Race,Date,Secs,LocalTime,Zone,Event,Opt1,Opt2
FRA,17052703,27:05:2017,54233.327,15:03:53.327,-03,BeginEntry,,
FRA,17052703,27:05:2017,54236.375,15:03:56.375,-03,CompleteEntry,,
NZL,17052703,27:05:2017,54240.984,15:04:00.984,-03,BeginEntry,,
NZL,17052703,27:05:2017,54244.907,15:04:04.907,-03,CompleteEntry,,
,17052703,27:05:2017,54360.000,15:06:00.000,-03,RaceStarted,,
NZL,17052703,27:05:2017,54360.933,15:06:00.933,-03,BoatStarted,,
FRA,17052703,27:05:2017,54363.075,15:06:03.075,-03,BoatStarted,,
NZL,17052703,27:05:2017,54403.965,15:06:43.965,-03,MarkRounding,1,
FRA,17052703,27:05:2017,54416.634,15:06:56.634,-03,MarkRounding,1,
,17052703,27:05:2017,54473.927,15:07:53.927,-03,RaceChanged,,
NZL,17052703,27:05:2017,54478.905,15:07:58.905,-03,MarkRounding,2,
FRA,17052703,27:05:2017,54499.568,15:08:19.568,-03,MarkRounding,2,
NZL,17052703,27:05:2017,54746.439,15:12:26.439,-03,MarkRounding,3,
FRA,17052703,27:05:2017,54819.527,15:13:39.527,-03,MarkRounding,3,
NZL,17052703,27:05:2017,54919.321,15:15:19.321,-03,MarkRounding,4,
FRA,17052703,27:05:2017,55008.462,15:16:48.462,-03,MarkRounding,4,
NZL,17052703,27:05:2017,55202.504,15:20:02.504,-03,MarkRounding,5,
,17052703,27:05:2017,55228.679,15:20:28.679,-03,RaceChanged,,
NZL,17052703,27:05:2017,55317.788,15:21:57.788,-03,MarkRounding,6,
FRA,17052703,27:05:2017,55320.194,15:22:00.194,-03,MarkRounding,5,
NZL,17052703,27:05:2017,55403.786,15:23:23.786,-03,CrossedFinish,,
NZL,17052703,27:05:2017,55403.786,15:23:23.786,-03,Finished,,
FRA,17052703,27:05:2017,55457.013,15:24:17.013,-03,MarkRounding,6,
FRA,17052703,27:05:2017,55556.749,15:25:56.749,-03,CrossedFinish,,
FRA,17052703,27:05:2017,55556.749,15:25:56.749,-03,Finished,,
,17052703,27:05:2017,55566.973,15:26:06.973,-03,RaceTerminated,,
