Boat,Race,Date,Secs,LocalTime,Zone,Event,Opt1,Opt2
USA,17052701,27:05:2017,50752.003,14:05:52.003,-03,BeginEntry,,
USA,17052701,27:05:2017,50753.632,14:05:53.632,-03,CompleteEntry,,
FRA,17052701,27:05:2017,50766.876,14:06:06.876,-03,BeginEntry,,
FRA,17052701,27:05:2017,50772.175,14:06:12.175,-03,CompleteEntry,,
,17052701,27:05:2017,50880.000,14:08:00.000,-03,RaceStarted,,
USA,17052701,27:05:2017,50881.956,14:08:01.956,-03,BoatStarted,,
FRA,17052701,27:05:2017,50882.138,14:08:02.138,-03,BoatStarted,,
,17052701,27:05:2017,50909.873,14:08:29.873,-03,RaceChanged,,
USA,17052701,27:05:2017,50922.583,14:08:42.583,-03,MarkRounding,1,
FRA,17052701,27:05:2017,50929.715,14:08:49.715,-03,MarkRounding,1,
USA,17052701,27:05:2017,50993.832,14:09:53.832,-03,MarkRounding,2,
FRA,17052701,27:05:2017,51009.014,14:10:09.014,-03,MarkRounding,2,
USA,17052701,27:05:2017,51292.223,14:14:52.223,-03,MarkRounding,3,
FRA,17052701,27:05:2017,51346.212,14:15:46.212,-03,MarkRounding,3,
USA,17052701,27:05:2017,51471.441,14:17:51.441,-03,MarkRounding,4,
FRA,17052701,27:05:2017,51549.474,14:19:09.474,-03,MarkRounding,4,
,17052701,27:05:2017,51735.284,14:22:15.284,-03,RaceChanged,,
USA,17052701,27:05:2017,51783.002,14:23:03.002,-03,MarkRounding,5,
FRA,17052701,27:05:2017,51876.558,14:24:36.558,-03,MarkRounding,5,
USA,17052701,27:05:2017,51893.601,14:24:53.601,-03,MarkRounding,6,
USA,17052701,27:05:2017,51983.962,14:26:23.962,-03,CrossedFinish,,
USA,17052701,27:05:2017,51983.962,14:26:23.962,-03,Finished,,
FRA,17052701,27:05:2017,52010.178,14:26:50.178,-03,MarkRounding,6,
FRA,17052701,27:05:2017,52114.848,14:28:34.848,-03,CrossedFinish,,
FRA,17052701,27:05:2017,52114.848,14:28:34.848,-03,Finished,,
,17052701,27:05:2017,52120.780,14:28:40.780,-03,RaceTerminated,,
